chromosome	start	end	cn	cn1	cn2
1	12080	138246	2	2	0
1	138324	320427	1	1	0
1	320927	878777	2	2	0
1	879109	889552	1	1	0
1	890052	1634708	2	2	0
1	1634908	1666343	1	1	0
1	1666843	2116931	2	2	0
1	2117256	2130474	1	1	0
1	2130974	3407137	2	2	0
1	3407323	3417947	1	1	0
1	3418348	6027349	2	2	0
1	6027352	6245976	1	1	0
1	6246778	6284561	1	1	0
1	6284565	6557421	1	1	0
1	6557921	6592222	1	1	0
1	6592403	12066789	1	1	0
1	12066804	12081097	0	0	0
1	12081597	13525811	1	1	0
1	13526311	13671064	2	2	0
1	13671462	16891615	1	1	0
1	16892078	17000140	2	2	0
1	17000640	17060433	0	0	0
1	17060479	17061073	2		
1	17061573	17215359	1	1	0
1	17215359	17251232	1	1	0
1	17251732	17273327	0	0	0
1	17273375	17280950	0	0	0
1	17281319	17428973	1	1	0
1	17429473	17531033	2	2	0
1	17531533	19215968	3	3	0
1	19216242	19235330	6	6	0
1	19235830	19585860	3	3	0
1	19586018	19608672	3	3	0
1	19609172	19775810	3	3	0
1	19776310	19934838	3	3	0
1	19934906	20125839	3	3	0
1	20126908	20216334	2	2	0
1	20216834	21648681	1	1	0
1	21648681	21766223	0	0	0
1	21767344	23857368	1	1	0
1	23858248	23952980	2	2	0
1	23953480	24717461	3	2	1
1	24717961	24771094	3	3	0
1	24771594	24863133	3	3	0
1	24863136	25611223	2	2	0
1	25611723	25634321	0	0	0
1	25634821	25648494	0	0	0
1	25648994	25668937	1		
1	25669437	33795975	2	2	0
1	33796879	33820708	3	3	0
1	33820711	39322755	6	6	0
1	39323255	39333391	3	3	0
1	39333891	39956842	6	6	0
1	39958589	40028151	3	3	0
1	40029352	45272474	6	6	0
1	45272974	45288338	3	3	0
1	45288759	45478195	6	6	0
1	45478540	45483970	3	3	0
1	45484170	46764141	6	6	0
1	46764155	46805526	3	3	0
1	46806026	51253144	6	6	0
1	51253644	51611290	3	3	0
1	51613145	53458396	6	6	0
1	53458896	56452205	3	3	0
1	56452205	56742313	6	6	0
1	56742313	57499315	3	3	0
1	57499815	57629782	6	6	0
1	57629782	60506829	3	3	0
1	60507329	61276462	6		
1	61276462	63020980	3	3	0
1	63021480	63066895	6	6	0
1	63067428	63091083	3	3	0
1	63091583	63128185	3	3	0
1	63128685	66145212	3	3	0
1	66145212	66675110	6	6	0
1	66675110	66829282	3	3	0
1	66831277	70203868	7	7	0
1	70203868	70641696	3	3	0
1	70642196	70696319	3	3	0
1	70696696	71868790	3	3	0
1	71868794	72076068	6	6	0
1	72076568	73964816	3	3	0
1	73964816	74592641	6	6	0
1	74592641	74835267	3	3	0
1	74835969	74883288	6	6	0
1	74883788	75035841	3	3	0
1	75035843	75139480	6	6	0
1	75139980	76486940	3	3	0
1	76486940	77095209	6	6	0
1	77095209	77334634	3	3	0
1	77335134	77531194	6	6	0
1	77531197	78750705	3	3	0
1	78750705	78963694	6		
1	78964194	79336173	3	3	0
1	79336173	79431822	6	6	0
1	79431822	83549562	3	3	0
1	83549562	84039734	6		
1	84039734	84765306	3	3	0
1	84767265	84853456	6	6	0
1	84853956	85124018	3	3	0
1	85124031	85278090	6	6	0
1	85278407	88326831	3	3	0
1	88326831	88802095	6		
1	88802095	88856933	6		
1	88856933	88984888	2	2	0
1	88984888	89598088	1	1	0
1	89598914	89641792	1	1	0
1	89642292	92178086	1	1	0
1	92178586	92185902	2	2	0
1	92187518	93645753	1	1	0
1	93645796	93683432	0	0	0
1	93683932	93701958	1		
1	93704860	93729688	2		
1	93730188	94997373	1	1	0
1	94997873	95285432	2	2	0
1	95286465	97041161	1	1	0
1	97041161	97214569	2	2	0
1	97215069	97280367	3	3	0
1	97280867	97449234	5		
1	97449234	97544667	5		
1	97547868	97718361	2		
1	97718361	98511030	1	1	0
1	98511479	98837503	2		
1	98837503	99418107	1	1	0
1	99418607	99600044	2		
1	99600044	99812929	1	1	0
1	99812929	100152400	2	2	0
1	100154355	100335448	1	1	0
1	100335948	100356910	2		
1	100357171	101061046	1	1	0
1	101061046	101299608	2	2	0
1	101299608	101360383	1	1	0
1	101360384	101372530	0	0	0
1	101373030	103351777	1	1	0
1	103352277	103381295	0	0	0
1	103385810	103444753	1	1	0
1	103444802	103471502	0	0	0
1	103471556	103491205	0	0	0
1	103491275	103539710	1	1	0
1	103540210	104093151	1	1	0
1	104095896	104122070	1	1	0
1	104122570	104162204	1		
1	104162335	104164349	0	0	0
1	104164464	104356374	0	0	0
1	104356374	104447452	1		
1	104447452	105904697	1	1	0
1	105904697	106177931	1		
1	106177931	107398373	1	1	0
1	107398373	107682120	2	2	0
1	107682620	108926317	1	1	0
1	108926817	109000778	2	2	0
1	109001579	112314055	1	1	0
1	112314055	112347934	2	2	0
1	112347934	112593990	1	1	0
1	112593990	112847651	2		
1	112847651	114524914	1	1	0
1	114525414	114633818	2		
1	114633821	118056860	3	2	1
1	118057360	118068514	6	4	2
1	118068516	119333450	3	2	1
1	119333450	119530500	6	6	0
1	119531959	120853916	3	2	1
1	120854416	120928443	2	2	0
1	120928480	121303427	3	3	0
1	121303927	121345982	3	3	0
1	121345982	121484934	15	15	0
1	142535934	143292316	3	3	0
1	143343316	143444811	1	1	0
1	143444811	143672409	2		
1	143672909	143766834	5	5	0
1	143767334	144166137	6	5	1
1	144166731	144171723	3		
1	144172185	144207443	6	6	0
1	144208031	144215473	5		
1	144215636	144310251	6		
1	144310251	144616574	3	3	0
1	144617074	144822151	6	6	0
1	144822194	144855886	3	3	0
1	144856843	144911273	6	4	2
1	144911773	144952700	3	2	1
1	144953200	145103358	6	5	1
1	145103858	145290534	3	3	0
1	145291034	145315948	6	6	0
1	145316527	145326838	5	5	0
1	145326928	145355389	7	7	0
1	145355790	145412586	3	3	0
1	145413086	146334207	6	6	0
1	146334707	146395482	3	3	0
1	146395982	146403757	3	3	0
1	146404533	146418368	1		
1	146418411	146494641	2	2	0
1	146495599	146566631	5	3	2
1	146566631	148744057	6	6	0
1	148744434	148889678	3	3	0
1	148903255	149458901	6	6	0
1	149459401	149871532	3	3	0
1	149871535	149897758	7		
1	149897847	149902055	3	3	0
1	149902222	151861921	6	6	0
1	151862648	151958761	5	4	1
1	151959261	152323438	6	6	0
1	152323584	152328400	3	3	0
1	152328492	152573167	6	6	0
1	152573273	152649061	3		
1	152649561	153933412	6	5	1
1	153934722	153945597	3	2	1
1	153945599	153963235	6	6	0
1	153963237	153981958	3	2	1
1	153982458	156675447	6	6	0
1	156675452	156698044	3	3	0
1	156698047	159889276	6	5	1
1	159889303	159898843	3	2	1
1	159899006	161476293	6	5	1
1	161476360	161495494	3	2	1
1	161495499	167394965	6	5	1
1	167394969	167400627	3	3	0
1	167400632	171255120	2	2	0
1	171255620	172002457	3	3	0
1	172007464	172280437	6	4	2
1	172280937	172554321	3	3	0
1	172554960	172580682	5	5	0
1	172580684	172748205	3	3	0
1	172748205	173153582	6	6	0
1	173153583	176213520	3	3	0
1	176213520	179852169	6	6	0
1	179852639	179883243	6	6	0
1	179883743	180398791	6	6	0
1	180399291	180472091	3	3	0
1	180472591	182700486	6	6	0
1	182700486	182761503	6		
1	182763438	186417183	2	1	1
1	186417683	188429694	3	3	0
1	188429694	189047953	3	3	0
1	189047953	192316544	3	3	0
1	192321217	192544267	6	5	1
1	192544767	194491567	3	3	0
1	194491567	195107485	3		
1	195107485	195433559	3	3	0
1	195433559	195813979	3	3	0
1	195813979	196709265	3	3	0
1	196709765	196757979	2	2	0
1	196758822	196796010	0	0	0
1	196796069	196882123	2	2	0
1	196883552	197896279	3	3	0
1	197896779	198052110	6	6	0
1	198052110	202304321	3	3	0
1	202304713	202386122	3	3	0
1	202386622	203138247	3	3	0
1	203138397	203150462	6	5	1
1	203151860	203319642	3	3	0
1	203320142	207700440	7	7	0
1	207702121	211092485	10	10	0
1	211092985	211264110	7	7	0
1	211264610	211440699	3	3	0
1	211441199	211543007	6	6	0
1	211544648	213180588	3	3	0
1	213181542	213277200	3	3	0
1	213277700	214791329	3	3	0
1	214791829	214814377	6	4	2
1	214814377	215089117	3	3	0
1	215089117	215342708	6	6	0
1	215345313	216250821	3	3	0
1	216251321	216373196	6	6	0
1	216373197	217793868	3	3	0
1	217794368	218035548	3	3	0
1	218036048	219783073	3	3	0
1	219783149	220034660	6	4	2
1	220034660	220203885	3	3	0
1	220205700	220275687	3	3	0
1	220275688	221166935	3	3	0
1	221166935	222389926	2	2	0
1	222389926	222648831	3	3	0
1	222649331	223718300	6	5	1
1	223718514	223724502	7	7	0
1	223725002	223802945	2	1	1
1	223803445	223807008	6	4	2
1	223807030	224495973	6	6	0
1	224496473	224553684	3	3	0
