chromosome	start	end	cn	cn1	cn2
1	12080	808230	5	5	0
1	808730	865082	1	1	0
1	865582	878465	2	2	0
1	878532	977532	0	0	0
1	978583	987468	1	1	0
1	988720	1008087	2	2	0
1	1008587	1025129	0	0	0
1	1025629	1108692	3	3	0
1	1109192	1115309	0	0	0
1	1115334	1149158	0	0	0
1	1149344	1177259	2	2	0
1	1177759	1228355	0	0	0
1	1228360	1249769	1	1	0
1	1250196	1266103	0	0	0
1	1266603	1274016	3	3	0
1	1274621	1323136	1	1	0
1	1323159	1328940	0	0	0
1	1329440	1360924	0	0	0
1	1363802	1387736	2	2	0
1	1388236	1412069	1	1	0
1	1412569	1417996	2	2	0
1	1418031	1456124	0	0	0
1	1456624	1475219	1	1	0
1	1477030	1497177	2	1	1
1	1497677	1553110	0	0	0
1	1553610	1573321	0	0	0
1	1573821	1582604	1	1	0
1	1582888	1601379	0	0	0
1	1601455	1632132	1	1	0
1	1632398	1643286	2	2	0
1	1643786	1646831	0	0	0
1	1647805	1663202	0	0	0
1	1663702	1685149	1	1	0
1	1685448	1690695	2	2	0
1	1691213	1721999	1	1	0
1	1722499	1804891	0	0	0
1	1804891	1886057	1	1	0
1	1886557	1916257	2	2	0
1	1916757	1988152	1	1	0
1	1988652	2116125	2	2	0
1	2116304	2120412	2	2	0
1	2120912	2197791	0	0	0
1	2197791	2234902	1	1	0
1	2235239	2238640	6	5	1
1	2238645	2264226	3	3	0
1	2264726	2288351	2	2	0
1	2288851	2410102	1	1	0
1	2410516	2494691	0	0	0
1	2494738	2527624	0	0	0
1	2527972	2568043	2	2	0
1	2568543	3318813	3	3	0
1	3319313	3378997	2	2	0
1	3379497	3396159	1	1	0
1	3396343	3423856	0	0	0
1	3424356	3427558	1		
1	3428124	3495873	2	2	0
1	3496373	3542408	1	1	0
1	3542908	3606722	0	0	0
1	3607222	3623538	2	2	0
1	3624038	3648124	1	1	0
1	3649322	3692253	1	1	0
1	3692371	3703973	0	0	0
1	3704473	3801973	1	1	0
1	3802473	4031695	2	2	0
1	4031695	4319119	3	3	0
1	4319119	4660435	7		
1	4660435	4920605	3	3	0
1	4920605	5768974	7	7	0
1	5768974	5922919	6	6	0
1	5922933	5946855	2	2	0
1	5947355	5966004	0	0	0
1	5967185	6027472	3	3	0
1	6029073	6046500	2	2	0
1	6047000	6101954	0	0	0
1	6102454	6132198	1		
1	6132698	6145332	2	2	0
1	6145832	6155733	3	3	0
1	6156051	6160557	1	1	0
1	6160561	6181348	0	0	0
1	6181538	6194919	2	2	0
1	6195139	6227709	1	1	0
1	6228209	6272180	0	0	0
1	6272215	6282183	1	1	0
1	6282508	6307567	0	0	0
1	6307572	6314259	3	3	0
1	6314540	6354213	2	2	0
1	6354713	6366355	3		
1	6366855	6399064	3	2	1
1	6399564	6475447	0	0	0
1	6475448	6477654	2		
1	6477963	6490077	7		
1	6490577	6504876	0	0	0
1	6505664	6512150	0	0	0
1	6512650	6522101	1		
1	6522106	6525631	0	0	0
1	6526839	6529170	1	1	0
1	6529242	6534276	6	6	0
1	6534510	6537829	3		
1	6538329	6550665	0	0	0
1	6551641	6653758	0	0	0
1	6653774	6692702	1	1	0
1	6692830	6706143	2	2	0
1	6706643	6738545	1	1	0
1	6740892	6828347	0	0	0
1	6828347	6908505	0	0	0
1	6908505	6947767	2		
1	6947771	7730431	6	6	0
1	7730931	7774877	2	2	0
1	7774877	7913242	1	1	0
1	7913343	8022981	0	0	0
1	8023481	8074056	1	1	0
1	8074056	8268452	0	0	0
1	8268452	8377381	0	0	0
1	8377881	8398026	3	3	0
1	8399592	8421574	1	1	0
1	8421789	8482113	2	2	0
1	8482613	8568799	1	1	0
1	8569299	8832682	0	0	0
1	8832682	8922952	1	1	0
1	8922957	8932149	3	3	0
1	8932649	8988822	0	0	0
1	8988822	9034536	0	0	0
1	9034578	9159833	1	1	0
1	9160333	9171254	0	0	0
1	9171259	9542878	1	1	0
1	9542878	9642415	0	0	0
1	9642420	9655378	1		
1	9655878	9671241	2	2	0
1	9671781	9674945	3	3	0
1	9675445	9784403	0	0	0
1	9784408	9909096	0	0	0
1	9909096	9943851	2		
1	9944351	9990382	1		
1	9990391	10132330	0	0	0
1	10132468	10189686	1	1	0
1	10190581	10207122	1	1	0
1	10207125	10241145	1	1	0
1	10241146	10321356	0	0	0
1	10321856	10338221	1	1	0
1	10339037	10364447	0	0	0
1	10364452	10397286	1	1	0
1	10397393	10423452	0	0	0
1	10423952	10437447	1	1	0
1	10437450	10464434	0	0	0
1	10464934	10480119	1	1	0
1	10480619	10510349	0	0	0
1	10511387	10519893	1	1	0
1	10521257	10678547	0	0	0
1	10679047	10687482	2		
1	10687982	10697945	1	1	0
1	10697950	10717970	1	1	0
1	10718470	11014171	2	2	0
1	11015098	11024378	1	1	0
1	11024878	11097848	0	0	0
1	11097850	11119440	1	1	0
1	11120683	11175046	0	0	0
1	11175369	11194765	1	1	0
1	11195265	11303408	2	2	0
1	11303908	11317280	3	3	0
1	11318335	11354232	0	0	0
1	11354732	11447228	1	1	0
1	11447228	11720692	2	2	0
1	11721192	11771342	1	1	0
1	11771842	11785912	0	0	0
1	11786412	11810194	1	1	0
1	11810196	11843680	2	2	0
1	11844180	11854913	1	1	0
1	11855159	11884796	0	0	0
1	11886174	11916953	1	1	0
1	11917453	11981883	0	0	0
1	11982383	11995210	2	2	0
1	11995710	12012523	1	1	0
1	12012535	12024341	3		
1	12024626	12027172	7	4	3
1	12027672	12034188	0	0	0
1	12034688	12059146	0	0	0
1	12059646	12065921	0	0	0
1	12066573	12088574	0	0	0
1	12089074	12092112	3	3	0
1	12092612	12183430	2	2	0
1	12183628	12198426	1	1	0
1	12198431	12269299	0	0	0
1	12269799	12294461	1		
1	12294961	12337516	0	0	0
1	12337519	12389242	1	1	0
1	12389742	12416155	0	0	0
1	12416396	12475321	1	1	0
1	12476653	12570107	2	2	0
1	12570111	12823866	1	1	0
1	12824366	12886636	2	2	0
1	12887136	12953238	1	1	0
1	12954430	13110674	3	3	0
1	13111174	13123707	3	3	0
1	13125955	13183236	0	0	0
1	13183403	13183943	3	3	0
1	13184443	13216173	0	0	0
1	13216673	13219665	3	3	0
1	13320412	13427873	10	10	0
1	13428373	13450798	6	6	0
1	13451298	13522245	2		
1	13522745	13525811	1		
1	13526311	13670115	9	9	0
1	13670450	13695618	3		
1	13695684	13697679	2	2	0
1	13698126	13747724	1		
1	13748224	14067962	0	0	0
1	14068462	14099099	2		
1	14099599	14220117	2	2	0
1	14220141	14779614	3	3	0
1	14779614	15106153	7	7	0
1	15106153	15324222	3		
