chromosome	start	end	cn	cn1	cn2
1	12080	138246	3	3	0
1	138324	228801	3	3	0
1	229301	321232	1	1	0
1	321732	464723	0	0	0
1	465843	561342	0	0	0
1	561342	665360	2	2	0
1	665860	1025129	1	1	0
1	1025629	1113984	2	1	1
1	1114484	1154378	1	1	0
1	1154878	1216835	2	1	1
1	1216839	1235188	1	1	0
1	1235189	1251008	2	1	1
1	1251508	1274016	1	1	0
1	1274621	1370474	2	2	0
1	1372284	1395439	1	1	0
1	1396139	1414110	2	2	0
1	1414378	1421353	1	1	0
1	1421389	1459081	2	2	0
1	1459118	1469975	1	1	0
1	1469980	1550184	2	2	0
1	1551687	1581856	1	1	0
1	1581860	1607074	2	2	0
1	1607427	1636540	1	1	0
1	1637040	1640274	2	2	0
1	1640337	1665598	4	4	0
1	1666098	1720817	3	2	1
1	1721825	1770080	3	3	0
1	1770580	2117808	2	1	1
1	2118556	2130474	1	1	0
1	2130974	2435348	2	1	1
1	2435348	2445549	1	1	0
1	2445714	2567243	2	2	0
1	2567743	3334519	1	1	0
1	3335084	3395138	2	1	1
1	3395968	3426735	0	0	0
1	3427360	3741821	2	1	1
1	3742321	3756326	3	3	0
1	3756826	3785711	2	2	0
1	3786211	3807792	3	2	1
1	3809262	4085587	1	1	0
1	4085587	5935192	1	1	0
1	5935692	6161273	2	2	0
1	6161847	6172391	1	1	0
1	6172953	6194919	2	2	0
1	6195139	6209540	1	1	0
1	6211006	6227709	2	1	1
1	6228209	6259953	4	4	0
1	6260547	6581809	2	2	0
1	6581811	6602141	3	2	1
1	6602641	6705983	2	1	1
1	6705985	6778919	3	3	0
1	6778919	7003700	2	1	1
1	7003700	7489169	1	1	0
1	7489169	7804237	2	1	1
1	7804737	7840553	3	2	1
1	7840553	7848365	2	2	0
1	7848865	7902894	1	1	0
1	7902912	7946766	2	2	0
1	7946766	8075788	3	2	1
1	8076288	8832682	2	2	0
1	8832682	9034536	3	3	0
1	9034578	9613905	2	1	1
1	9614405	9640095	1		
1	9640196	9793585	2	2	0
1	9794045	9811788	3	3	0
1	9812288	9952555	3	3	0
1	9953055	10042537	3	3	0
1	10042708	10182241	2	2	0
1	10182741	10287959	3	3	0
1	10288459	10321976	1		
1	10321977	10357314	1	1	0
1	10357814	10420392	2	2	0
1	10420892	10436856	3	3	0
1	10436927	10490692	2	2	0
1	10491344	10521711	3	3	0
1	10522512	11026519	2	2	0
1	11027019	11078305	3	2	1
1	11078805	11116774	2	2	0
1	11116779	11140976	3	3	0
1	11140979	11168426	2	1	1
1	11169154	11189137	3	3	0
1	11189639	11291293	2	1	1
1	11291314	11303408	3	3	0
1	11303908	11345172	2	2	0
1	11345672	11465529	1	1	0
1	11465529	11734068	2	1	1
1	11734372	11765780	1	1	0
1	11766280	11866413	2	2	0
1	11867082	11894093	3	3	0
1	11894179	12020199	2	1	1
1	12020699	12048680	3	2	1
1	12049180	12402120	2	1	1
1	12402929	12416648	1	1	0
1	12418303	12439753	2	2	0
1	12440253	12520411	1	1	0
1	12520911	12835242	2	2	0
1	12835697	12980205	1	1	0
1	12980705	13038401	0	0	0
1	13038901	13110674	2	2	0
1	13111174	13182488	3	3	0
1	13182988	13378707	0	0	0
1	13379207	13718871	2	2	0
1	13719371	13940332	1	1	0
1	13940772	14112472	2	2	0
1	14112972	15286543	1	1	0
1	15287043	15642375	2	1	1
1	15642875	15713979	3	2	1
1	15714479	15788618	2	1	1
1	15789216	15953270	3	2	1
1	15956651	15975635	3	3	0
1	15976135	16045127	3	2	1
1	16046255	16064789	2	2	0
1	16065094	16072883	1	1	0
1	16073383	16198783	2	2	0
1	16199283	16247473	1	1	0
1	16248706	16260050	2	2	0
1	16260055	16266974	3	3	0
1	16268273	16353848	2	2	0
1	16353909	16360176	1	1	0
1	16361810	16801920	2	2	0
1	16802768	16901800	1	1	0
1	16902813	16949857	0	0	0
1	16950357	16999604	1	1	0
1	16999686	17087161	0	0	0
1	17087185	17247969	0	0	0
1	17248469	17273025	0	0	0
1	17273204	17280950	0	0	0
1	17281319	17634124	2	1	1
1	17634624	17665698	3	2	1
1	17666198	18172735	2	2	0
1	18172735	18553855	1	1	0
1	18554355	18688760	2	2	0
1	18689260	18806861	1	1	0
1	18807361	19488386	2	2	0
1	19488963	19493827	1		
1	19494434	19523088	2	1	1
1	19523588	19554037	3	3	0
1	19554537	19926900	2	2	0
1	19927400	19954525	4	2	2
1	19955190	20663190	2	1	1
1	20663951	20676834	1	1	0
1	20677307	21132500	2	2	0
1	21133255	21377521	1	1	0
1	21378021	21804778	2	2	0
1	21805762	21890719	3	3	0
1	21891219	22013801	2	1	1
1	22014301	22108653	1	1	0
1	22109470	22155138	2	1	1
1	22155155	22162023	1	1	0
1	22162036	22280218	2	1	1
1	22280218	22313523	3	2	1
1	22314023	22504857	2	2	0
