chromosome	start	end	cn	cn1	cn2
1	12080	326008	3	3	0
1	326072	328086	7		
1	328586	426488	3		
1	426488	561342	2		
1	561342	661133	3	3	0
1	661633	672103	5	5	0
1	672603	675591	7	7	0
1	676091	741289	2	2	0
1	746061	761510	0	0	0
1	762010	860571	1	1	0
1	861071	890851	0	0	0
1	891351	914766	1	1	0
1	914771	949121	2	2	0
1	949336	1025129	1	1	0
1	1025629	1102600	2	2	0
1	1103203	1138368	1	1	0
1	1138868	1159404	0	0	0
1	1159904	1178940	1	1	0
1	1179231	1215367	2	2	0
1	1215867	1238434	1	1	0
1	1238507	1256483	2	2	0
1	1257243	1275238	1	1	0
1	1275468	1278216	0	0	0
1	1278716	1294019	3	3	0
1	1294519	1323136	4	4	0
1	1323159	1323501	5		
1	1323831	1328331	4	4	0
1	1328738	1330917	0	0	0
1	1331417	1370474	1	1	0
1	1372284	1387736	2	2	0
1	1388236	1397486	2	2	0
1	1397986	1403926	5	3	2
1	1403931	1404937	7	7	0
1	1405437	1423335	0	0	0
1	1424534	1426083	3	3	0
1	1426583	1431093	1	1	0
1	1431142	1510711	3	3	0
1	1511211	1534679	3	3	0
1	1535799	1572902	0	0	0
1	1573070	1577064	3	3	0
1	1577127	1585764	3	3	0
1	1586776	1599855	5	5	0
1	1599858	1601379	5	5	0
1	1601455	1630795	3	3	0
1	1631757	1683787	2	2	0
1	1683791	1770751	3	3	0
1	1771251	1918548	2	2	0
1	1919508	1961180	1	1	0
1	1961417	2079763	2	2	0
1	2080263	2113712	3	3	0
1	2113715	2116931	4		
1	2117256	2159681	1	1	0
1	2160181	2233849	0	0	0
1	2234349	2254983	3	3	0
1	2255483	2268385	2	2	0
1	2268885	2315943	1	1	0
1	2316443	2321506	1	1	0
1	2323886	2334919	3	2	1
1	2334924	2342017	2	1	1
1	2342195	2419202	0	0	0
1	2420646	2428457	0	0	0
1	2428886	2489280	0	0	0
1	2489748	2537836	2	2	0
1	2538407	2882828	1	1	0
1	2882828	3248671	1	1	0
1	3248671	3334519	1	1	0
1	3335084	3342291	1	1	0
1	3342646	3353384	4	3	1
1	3353385	3355207	3	2	1
1	3355707	3410652	1	1	0
1	3410927	3421086	0	0	0
1	3421586	3426735	1	1	0
1	3427360	3440851	1	1	0
1	3441351	3638036	1	1	0
1	3638536	3673424	2	2	0
1	3673924	3685648	3	2	1
1	3686148	3750569	2	2	0
1	3751477	3782673	3	3	0
1	3782686	4992680	2	2	0
1	4992680	5244942	3		
1	5244942	5642935	2		
1	5642935	5923476	1		
1	5923763	5933469	2	2	0
1	5934279	5939672	2	1	1
1	5940192	5951044	4	3	1
1	5951048	5993339	0	0	0
1	5993839	6105473	2	2	0
1	6105973	6144635	3	3	0
1	6145135	6157709	5	4	1
1	6157712	6158474	3		
1	6158485	6194356	3	3	0
1	6194732	6241598	2	2	0
1	6242098	6270561	1	1	0
1	6270748	6272854	2		
1	6273127	6303663	3	2	1
1	6304163	6341416	2	2	0
1	6342724	6507543	3	3	0
1	6508043	6527736	2	1	1
1	6527834	6535634	3	3	0
1	6535881	6549953	2	2	0
1	6550453	6593437	0	0	0
1	6593439	6604415	3	3	0
1	6604915	6635443	3	3	0
1	6636442	6681670	2	2	0
1	6681716	6697471	3	3	0
1	6697473	6713051	1	1	0
1	6713813	6931863	3	3	0
1	6932652	7271678	1	1	0
1	7271678	7644137	3	3	0
1	7644137	7833267	2	2	0
1	7833412	8037540	3	3	0
1	8037611	8074968	2	1	1
1	8074971	8250298	3	3	0
1	8250298	8385688	4	4	0
1	8385837	8386054	5		
1	8386554	8412542	2	2	0
1	8412547	8554967	2	2	0
1	8554991	8617704	4	4	0
1	8618204	8926433	4	4	0
1	8926515	8927280	4	4	0
1	8927283	9011865	3	3	0
1	9012365	9034536	1	1	0
1	9034578	9067476	4	3	1
1	9067976	9075281	5	5	0
1	9075781	9078515	5	5	0
1	9079247	9391811	3	3	0
1	9391811	9524080	4	4	0
1	9524080	9580474	4	3	1
1	9580474	9776726	3	3	0
1	9777011	9782622	2	2	0
1	9782627	10165054	3	3	0
1	10165554	10179839	3		
1	10180339	10350535	3	3	0
1	10351035	10383375	2	2	0
1	10383875	10393977	2	2	0
1	10394477	10421086	2	2	0
1	10421604	10436856	3	3	0
1	10436927	10460671	1	1	0
1	10461171	10493310	3	3	0
1	10493810	10765662	2	2	0
1	10766162	11041451	3	2	1
1	11041951	11094258	1	1	0
1	11094758	11126090	3	3	0
1	11126590	11140976	1	1	0
1	11140979	11186890	3	2	1
1	11186975	11191631	1	1	0
1	11193125	11731536	3	3	0
1	11731968	11736103	2	2	0
1	11736108	11741983	1	1	0
1	11741986	11772130	2	2	0
1	11772148	12016485	3	3	0
1	12016985	12025918	4	4	0
1	12026227	12027172	5		
1	12027672	12052089	3	3	0
1	12052589	12066924	2	2	0
1	12067156	12123909	3	3	0
1	12124409	12186292	5	5	0
1	12186792	12195804	5		
1	12196304	12203772	4	4	0
1	12203775	12262170	2	2	0
1	12262670	12317215	3	3	0
1	12318019	12335986	2		
1	12335990	12854557	3	3	0
1	12854941	12870387	2	2	0
1	12870387	12886636	3	3	0
1	12887136	12999092	0	0	0
1	12999592	13001479	0	0	0
1	13001999	13012756	4		
1	13013906	13035780	1	1	0
1	13036227	13141791	5	5	0
1	13142291	13143912	11		
1	13144412	13183567	3	3	0
1	13183590	13219665	0	0	0
1	13320412	13352306	5		
1	13353831	13631895	5	5	0
1	13632395	13633595	11		
1	13634787	13668466	1	1	0
1	13668966	13694998	1		
1	13695498	13745075	0	0	0
1	13745113	13765823	4		
1	13765823	13910664	3	3	0
1	13910670	14096866	2	2	0
1	14097366	14761485	3	3	0
1	14761485	15052175	2	2	0
1	15052175	15622560	3	3	0
1	15623060	15642375	2	2	0
1	15642875	15668452	1	1	0
1	15668952	15686540	1	1	0
1	15687040	15706555	3		
1	15707055	15752437	2	2	0
1	15752442	15769843	2	1	1
1	15769850	15771348	4	2	2
1	15772124	15773233	3	2	1
1	15773733	15811925	0	0	0
1	15812425	15816915	0	0	0
1	15817415	15817955	0	0	0
1	15818231	15850063	3	3	0
1	15850563	15860145	0	0	0
1	15860645	15895919	1	1	0
1	15895921	15901485	2	2	0
1	15901486	15978517	3	3	0
1	15979017	15988184	1		
1	15988184	15995553	0	0	0
1	15996053	16065871	2	2	0
1	16065883	16091460	3	3	0
1	16091465	16101481	5	4	1
1	16101981	16103867	6		
1	16104367	16154245	3	3	0
1	16154245	16219503	2	2	0
1	16219503	16264459	3	3	0
1	16265062	16270071	1	1	0
1	16270073	16271722	1	1	0
1	16272217	16358794	2	2	0
1	16358876	16376400	3	3	0
1	16377033	16377608	2	1	1
1	16377924	16433725	0	0	0
1	16433725	16460565	3	3	0
1	16460586	16528118	2	2	0
1	16528245	16533406	3	3	0
1	16533734	16558818	0	0	0
1	16558988	16575981	3	3	0
1	16575985	16712988	3	3	0
1	16713488	16726139	2		
1	16727209	16782398	3	3	0
1	16782898	16803085	2	2	0
1	16803489	16975484	1	1	0
1	16975692	17281508	0	0	0
1	17281885	17291745	2	2	0
1	17292245	17298275	2	2	0
1	17298749	17313830	1	1	0
1	17314593	17321868	3	3	0
1	17322368	17344656	3	3	0
1	17345156	17556691	2	2	0
1	17557075	17604489	3	3	0
1	17604989	17608872	3		
1	17609372	17634956	3	2	1
1	17634971	17681190	0	0	0
1	17682506	17685981	3	2	1
1	17686481	17690503	0	0	0
1	17691003	17966829	3	3	0
1	17967329	17991158	3	3	0
1	17991658	18149857	1	1	0
1	18150357	18866821	2	2	0
1	18866821	19165401	3	3	0
1	19165901	19180034	3	2	1
1	19180534	19205888	1	1	0
1	19206388	19215245	2	2	0
1	19215745	19245035	3	3	0
1	19245934	19433431	2	2	0
1	19433931	19472640	3	3	0
1	19473347	19477333	2	2	0
1	19477418	19482173	1		
1	19482609	19490891	2	2	0
1	19491257	19511687	3	3	0
1	19511688	19523771	4	3	1
1	19524151	19525435	4		
1	19526033	19583699	3	3	0
1	19583717	19585169	3	3	0
1	19585227	19652118	1	1	0
1	19652761	19665519	2		
1	19665524	19704447	3	3	0
1	19704947	19774568	1		
1	19775068	19934838	1	1	0
1	19934906	19954525	2	2	0
1	19955190	20238973	3	3	0
1	20238978	20395761	2	2	0
1	20396695	20503265	3	3	0
1	20503765	20519900	2	2	0
1	20519904	20656118	0	0	0
1	20656618	20663190	2	2	0
1	20663951	20671284	2	2	0
1	20671784	20992867	2	2	0
1	20993367	21048264	3	3	0
1	21048335	21134047	2	2	0
1	21134547	21188830	3	3	0
1	21189330	21307762	4	4	0
1	21308828	21314226	7		
1	21314726	21546632	3	2	1
1	21548117	21750654	2	2	0
1	21751154	21808249	1	1	0
1	21809035	21877213	2	2	0
1	21877713	21936780	3	3	0
1	21937910	22047739	2	2	0
1	22048132	22142346	3	3	0
1	22142371	22153706	3	2	1
1	22154206	22180809	1	1	0
