chromosome	start	end	cn	cn1	cn2
1	12080	34620	2	2	0
1	35120	367179	1	1	0
1	367679	581080	2	2	0
1	581080	647307	1		
1	647807	880279	0	0	0
1	880312	887851	0	0	0
1	887928	9277175	0	0	0
1	9277175	9305620	0	0	0
1	9306932	9324142	2	2	0
1	9324145	9330613	3	2	1
1	9330616	9410951	3	2	1
1	9411451	9426876	0	0	0
1	9427376	16528452	0	0	0
1	16528860	16556099	1	1	0
1	16556599	19675421	0	0	0
1	19675921	19746347	1		
1	19746847	24120329	0	0	0
1	24120411	24129171	1	1	0
1	24129671	25571003	0	0	0
1	25571618	25616549	1	1	0
1	25617049	25632581	2	2	0
1	25633081	25654904	1	1	0
1	25655404	28531966	0	0	0
1	28532466	28564610	1	1	0
1	28565110	32668042	0	0	0
1	32669317	32686972	1		
1	32687392	33150053	0	0	0
1	33150553	33236845	1	1	0
1	33236847	33429146	0	0	0
1	33430787	33524682	1	1	0
1	33524682	34900954	0	0	0
1	34900954	34990833	2	2	0
1	34990833	35222404	2	1	1
1	35222904	35330536	3	2	1
1	35331036	35349863	2	2	0
1	35350363	35394500	1	1	0
1	35395621	35448695	2		
1	35449195	35513520	3		
1	35513520	35649992	2	2	0
1	35650021	35857974	3	2	1
1	35859180	35900508	2	2	0
1	35900545	35910048	3	2	1
1	35910548	35932333	3	3	0
1	35932833	36026580	3	3	0
1	36026585	36029187	3		
1	36029290	36287909	3	3	0
1	36288409	36319273	2	2	0
1	36319277	36475217	3	3	0
1	36475717	36506141	2	2	0
1	36506641	37022631	3	2	1
1	37022631	37829524	2	1	1
1	37829524	37941724	3		
1	37942224	38021898	3	2	1
1	38022398	38033372	3	3	0
1	38033871	38052381	2	1	1
1	38052881	38078130	2	1	1
1	38078219	38148603	2	1	1
1	38148608	38170512	3	2	1
1	38171012	38277551	2	1	1
1	38277552	38343272	2	1	1
1	38343772	38354040	2	1	1
1	38355267	38477795	2	2	0
1	38478295	38488524	2	2	0
1	38488525	38555092	1	1	0
1	38555592	39329176	2	2	0
1	39329226	39352195	2	1	1
1	39352202	39466165	2	2	0
1	39466665	39567829	2	2	0
1	39568329	39717632	3	2	1
1	39719815	39909285	3	3	0
1	39910184	39933699	2	2	0
1	39934199	39976371	2	1	1
1	39976871	40037093	2	1	1
