chromosome	start	end	cn	cn1	cn2
1	12080	34620	2	2	0
1	35120	65972	3		
1	69028	136035	5	4	1
1	137436	176917	4	4	0
1	228399	672103	1	1	0
1	672603	675591	2	2	0
1	676091	865885	1	1	0
1	866331	1020702	0	0	0
1	1021195	1078219	1	1	0
1	1078222	1149611	0	0	0
1	1150111	1177259	1	1	0
1	1177759	1195768	0	0	0
1	1196268	1216583	0	0	0
1	1216670	1275238	0	0	0
1	1275468	1453250	1	1	0
1	1454162	1468845	0	0	0
1	1469345	1558159	1	1	0
1	1558659	1577870	0	0	0
1	1578370	1630795	1	1	0
1	1631757	1636540	0	0	0
1	1637040	1641080	1	1	0
1	1641580	1647932	2	2	0
1	1648432	1919632	1	1	0
1	1919979	1961734	0	0	0
1	1961763	2380436	1	1	0
1	2380436	2453482	0	0	0
1	2453504	2527624	1	1	0
1	2527972	2560262	0	0	0
1	2561615	3312287	1	1	0
1	3312787	3334519	0	0	0
1	3335084	3353213	1	1	0
1	3353217	3607418	0	0	0
1	3607443	3692253	1	1	0
1	3692371	3743427	0	0	0
1	3743927	3765397	0	0	0
1	3765897	3772943	0	0	0
1	3773819	3800332	1	1	0
1	3800357	4121515	0	0	0
1	4121515	5922215	1	1	0
1	5922715	5992607	0	0	0
1	5993107	6045640	1	1	0
1	6046140	6111006	0	0	0
1	6111506	6162324	1	1	0
1	6162335	6184232	0	0	0
1	6184410	6204286	1	1	0
1	6204786	6277671	0	0	0
1	6278171	6551855	1	1	0
1	6552355	6587004	0	0	0
1	6587504	7854176	1	1	0
1	7854676	7902118	0	0	0
1	7902618	8399799	1	1	0
1	8400299	8422081	0	0	0
1	8422664	8899371	1	1	0
1	8899371	8988822	1	1	0
1	8988822	9599273	1	1	0
1	9600397	9641795	0	0	0
1	9642295	9814601	1	1	0
1	9815101	13426771	2	2	0
1	13427271	13427873	1		
1	13428373	13631895	1	1	0
1	13632395	13715668	1	1	0
1	13716168	13840145	1	1	0
1	13840251	14068646	0	0	0
1	14069146	15792762	1	1	0
1	15793865	15817542	0	0	0
1	15817661	15831355	1		
1	15832463	15870440	1		
1	15870940	16199698	1	1	0
1	16200001	16261497	1	1	0
1	16261499	16890674	1	1	0
