chromosome	start	end	cn	cn1	cn2
1	12080	19169	2	2	0
1	19669	120317	4	4	0
1	120817	134767	1	1	0
1	135267	138246	2	2	0
1	138324	341886	1	1	0
1	342386	752410	1	1	0
1	752910	866507	1	1	0
1	867007	909441	0	0	0
1	909656	1310196	1	1	0
1	1311382	1326011	2	2	0
1	1326061	1577064	1	1	0
1	1577127	1588922	0	0	0
1	1589422	1606354	1	1	0
1	1606854	1641080	0	0	0
1	1641580	1654244	3	2	1
1	1655657	1669211	1	1	0
1	1669711	2409386	1	1	0
1	2409886	2443183	1	1	0
1	2444346	3395138	1	1	0
1	3395968	3423856	0	0	0
1	3424356	4974661	1	1	0
1	4974661	5280980	1		
1	5280980	6218920	1	1	0
1	6219420	6270071	0	0	0
1	6270274	6550665	1	1	0
1	6551641	6586107	1	1	0
1	6586762	8920573	1	1	0
1	8921073	8934440	2	1	1
1	8934940	12010567	1	1	0
1	12011067	12024341	1	1	0
1	12024626	13183943	1	1	0
1	13184443	13328312	2	2	0
1	13328812	13389091	3	3	0
1	13389393	13474162	2	2	0
1	13474662	13921735	1	1	0
1	13922235	14041439	0	0	0
1	14041939	16360176	1	1	0
1	16361810	16375624	2	2	0
1	16376201	16378961	1		
1	16380047	16399246	0	0	0
1	16400604	16461090	1	1	0
1	16461444	16476852	1	1	0
1	16477352	16890674	1	1	0
1	16891253	16895457	2	2	0
1	16895500	16916571	3	3	0
1	16917071	16949857	2	2	0
1	16950357	17087161	1	1	0
1	17087185	17215359	1	1	0
1	17215359	17269930	3	3	0
1	17270430	17276989	2	2	0
1	17277489	18099125	1	1	0
1	18099125	18303245	1	1	0
1	18303245	19593831	1	1	0
1	19593986	19608672	0	0	0
1	19609172	21616043	1	1	0
1	21617590	21692091	1	1	0
1	21692091	21754934	3	3	0
1	21754980	25610494	4	3	1
1	25610994	25664254	6	4	2
1	25666958	26484981	4	4	0
1	26485481	26879884	3	3	0
1	26879891	26897465	2	2	0
1	26897965	29189396	3	2	1
1	29189398	52082708	4	4	0
1	52082724	52157604	2	2	0
1	52157604	52217540	2	2	0
1	52218040	52249781	2	2	0
1	52249962	52257786	2	1	1
1	52258026	52520763	3	3	0
1	52520764	52551320	2	1	1
1	52551820	52912404	3	2	1
1	52912904	52958772	3	2	1
1	52959893	53207357	3	2	1
1	53207357	53323023	2	2	0
1	53323025	54640321	3	2	1
1	54640345	54703119	2	1	1
1	54703619	55253458	3	2	1
1	55253463	55282026	2	1	1
1	55282526	55589344	3	2	1
1	55590116	55611831	2	1	1
1	55612564	56178911	3	2	1
1	56178911	56361546	2		
1	56361546	58902702	3	2	1
1	58902702	58992326	3	2	1
1	58992826	61007022	3	2	1
1	61007022	61294425	3		
1	61294425	62207615	3	3	0
1	62208780	62292531	2	1	1
1	62293031	62374180	3	3	0
1	62374680	62516070	2	2	0
1	62516570	62941832	3	2	1
1	62943284	62970470	3	3	0
1	62971317	63903428	3	2	1
1	63903428	63998449	2	1	1
1	63999128	64276630	3	3	0
1	64276630	64515669	3	3	0
1	64516329	65330620	3	2	1
1	65331120	65450727	2	1	1
1	65450727	67091625	3	2	1
1	67092125	67133321	2	2	0
1	67133821	67453693	3	3	0
1	67454193	67513083	2	1	1
1	67513583	68023473	3	2	1
1	68023473	68169872	2	1	1
1	68169874	70451394	3	2	1
1	70451894	70489190	3	3	0
1	70493907	72948412	3	2	1
1	72948412	73184363	2		
1	73184363	74549245	3	2	1
1	74549745	74699763	3	3	0
1	74700995	74837965	3	2	1
1	74837989	74905359	3	2	1
1	74905859	75008995	3	3	0
1	75009495	75138605	3	2	1
1	75139105	76205819	3	3	0
1	76206319	76255857	2	2	0
1	76256914	78938043	3	3	0
1	78938043	79004660	4	2	2
1	79004660	79095868	2	1	1
1	79096368	79116287	2	1	1
1	79116787	79261305	3	2	1
1	79261305	79411447	3	3	0
1	79411947	82186374	3	2	1
1	82186374	82337739	2	2	0
1	82337739	83749262	3	2	1
1	83749262	84275743	3		
1	84275743	84504322	3	2	1
1	84504322	84630142	2		
1	84630353	85351900	3	2	1
1	85351900	85424380	2	2	0
1	85424880	86820574	3	2	1
1	86820942	86861167	3	3	0
1	86861667	87329347	3	2	1
1	87329847	87529638	2	1	1
1	87530138	87690383	3	2	1
1	87690383	87811071	3	2	1
1	87811115	88089200	3	2	1
1	88089200	88363390	3		
1	88363390	88619301	3		
1	88619301	88911771	3		
1	88911771	89278764	3	2	1
1	89279264	89319025	3	2	1
1	89319525	89379363	3	2	1
1	89379363	89429848	2	1	1
1	89430348	90492378	3	3	0
1	90492878	91158627	3	3	0
1	91158627	91784768	3	3	0
1	91784773	91862128	3	3	0
1	91862628	93202214	3	3	0
1	93202714	93307588	2	2	0
1	93307691	94643709	3	2	1
1	94644209	94674935	3	2	1
1	94675435	95876515	3	3	0
1	95876515	96076061	3		
1	96076061	98620656	3	3	0
1	98620656	98747150	3		
1	98747150	99203306	3	3	0
1	99203806	99453916	3	2	1
1	99453916	100127151	3	3	0
1	100127651	100173747	4	2	2
1	100174247	100194278	3	3	0
1	100195170	100231770	2	2	0
1	100231770	101344100	3	3	0
1	101344600	101431442	2	1	1
1	101431942	101455379	3	3	0
1	101455879	101474029	3		
1	101475028	102737619	3	2	1
1	102737619	103030417	2	2	0
1	103030417	104141073	3	3	0
1	104141073	104163411	4	3	1
1	104164217	104296314	6	6	0
1	104297150	104374590	3		
1	104374590	104502099	3	2	1
1	104502099	104884626	2	2	0
1	104884626	105248937	2		
1	105248937	106196146	2	2	0
1	106196146	106524026	3	3	0
1	106524026	106779044	2	2	0
1	106779044	107489451	3		
1	107489451	107544098	4		
1	107544098	107682120	3	2	1
1	107682620	107867537	3	2	1
