chromosome	start	end	cn	cn1	cn2
1	12080	13658	1	1	0
1	14620	29813	6	6	0
1	30313	69391	10	10	0
1	69677	120937	7	7	0
1	121437	135629	0	0	0
1	135915	176917	3	3	0
1	228399	320427	0	0	0
1	320927	328086	1	1	0
1	328586	341886	0	0	0
1	342386	622013	7	7	0
1	622513	647307	11		
1	647807	661995	0	0	0
1	662281	698501	0	0	0
1	698501	753078	2	2	0
1	753578	808230	3	3	0
1	808730	870564	1	1	0
1	871064	1241946	0	0	0
1	1242446	1251008	1	1	0
1	1251508	1277953	0	0	0
1	1277955	1289707	3	3	0
1	1289709	1328940	2	2	0
1	1329440	1375680	1	1	0
1	1375685	1403926	0	0	0
1	1403931	1412814	3	3	0
1	1413798	1480310	0	0	0
1	1480315	1534513	1	1	0
1	1534514	1577746	0	0	0
1	1577750	1607074	1	1	0
1	1607427	1645212	0	0	0
1	1645461	1688061	1	1	0
1	1688172	1717816	2	2	0
1	1717819	1859238	1	1	0
1	1860000	2004382	0	0	0
1	2004882	2128904	1	1	0
1	2129404	2254983	3	3	0
1	2255483	2268385	1	1	0
1	2268885	2305252	0	0	0
1	2305752	2317393	1		
1	2318869	2334919	2	2	0
1	2334924	2342017	2	2	0
1	2342195	2450821	0	0	0
1	2451167	2457416	0	0	0
1	2457916	2521919	3	3	0
1	2521919	2528150	1	1	0
1	2529644	2543666	0	0	0
1	2544166	2700357	2	2	0
1	2700365	2985871	0	0	0
1	2986371	3231181	1	1	0
1	3231181	3462596	0	0	0
1	3462596	3547732	1	1	0
1	3547742	3648124	0	0	0
1	3649322	3679272	1	1	0
1	3679650	3683961	2	2	0
1	3684461	3692052	7		
1	3692067	3697646	1	1	0
1	3697682	3731208	0	0	0
1	3731210	3753226	0	0	0
1	3753770	4355047	1	1	0
1	4355047	4642471	2		
1	4642471	5046736	1	1	0
1	5046736	5280980	2		
1	5280980	5497205	3		
1	5497205	5751622	2	2	0
1	5751622	5890207	2	1	1
1	5890207	5992607	0	0	0
1	5993107	6164448	1	1	0
1	6164448	6218920	0	0	0
1	6219420	6282183	1	1	0
1	6282508	6314259	3	3	0
1	6314540	6445949	1	1	0
1	6446449	6490077	3	3	0
1	6490577	6639861	1	1	0
1	6640530	6653440	3	3	0
1	6653464	6680462	3	3	0
1	6681378	6693387	2		
1	6693390	6761943	1	1	0
1	6762443	6866503	1		
1	6867003	6948019	3	3	0
1	6948519	7095668	2		
1	7095668	7289889	1	1	0
1	7290389	7595045	2	2	0
1	7595545	7826477	1	1	0
1	7826485	7833598	3	3	0
1	7834098	7847588	3	3	0
1	7848102	7869174	2	2	0
1	7869934	7896042	1	1	0
1	7897050	7992702	0	0	0
1	7993202	7997863	1		
1	7998198	8000896	3	3	0
1	8000897	8029606	6	6	0
1	8030964	8045508	1	1	0
1	8046008	8384770	2	2	0
1	8384786	8413307	0	0	0
1	8413310	8421574	1	1	0
1	8421789	8557635	3	3	0
1	8558135	8683933	3	3	0
1	8685054	8920573	2	2	0
1	8921073	8938801	6	4	2
1	8939301	9006017	1	1	0
1	9006517	9079413	1	1	0
1	9079913	9107896	0	0	0
1	9109093	9294333	1	1	0
1	9295599	9325258	2	1	1
1	9325262	9410951	3	3	0
1	9411451	9467686	2	2	0
1	9467686	9615731	1		
1	9616231	9640326	0	0	0
1	9640826	9832792	1	1	0
1	9833292	9988526	3	3	0
1	9989026	10002848	2	2	0
1	10003269	10067129	0	0	0
1	10067629	10165054	1	1	0
1	10165554	10241145	0	0	0
1	10241146	10335575	1	1	0
1	10336348	10381932	3	3	0
1	10382432	10400018	1	1	0
1	10400518	10424627	0	0	0
1	10425127	10700108	1	1	0
1	10700608	10719875	0	0	0
1	10719879	10765662	1	1	0
1	10766162	10950932	2	1	1
1	10950932	11080548	1	1	0
1	11080553	11105064	0	0	0
1	11105183	11133441	1	1	0
1	11133941	11140542	0	0	0
1	11140768	11175046	1	1	0
1	11175369	11189862	0	0	0
1	11189867	11447228	1	1	0
1	11447228	11597682	0	0	0
1	11598182	11708648	1	1	0
1	11708677	11734959	2	2	0
1	11735057	11741983	2	2	0
1	11741986	11772130	0	0	0
1	11772148	11779564	1	1	0
1	11779574	11807601	3	3	0
1	11808434	11846469	1	1	0
1	11846729	11850935	6	5	1
1	11851259	11865525	3	3	0
1	11866202	11876872	2		
1	11877372	11980477	1	1	0
1	11980977	12016485	2	2	0
1	12016985	12017105	1		
1	12017109	12032185	2	1	1
1	12032685	12172171	1	1	0
1	12172671	12185357	2	1	1
1	12185857	12204286	3	3	0
1	12204786	12251919	2	1	1
1	12252387	12304689	1	1	0
1	12305189	12326436	0	0	0
1	12326936	12352991	1	1	0
1	12353491	12437960	2	2	0
1	12438460	12571384	6	6	0
1	12571385	12725421	3	3	0
1	12725921	12776576	1	1	0
1	12777076	13944476	0	0	0
1	13944976	14032143	0	0	0
1	14032643	14049170	7	7	0
1	14049189	14108108	5	5	0
1	14108110	14150175	2	2	0
1	14150180	14256603	2	2	0
1	14256603	14452857	2	1	1
1	14452857	15272698	3	3	0
1	15273198	15369848	3		
1	15370348	15442151	1	1	0
1	15442151	15675678	2	2	0
1	15676178	15692448	1	1	0
1	15693896	15756865	2	2	0
1	15757365	15769843	1		
1	15769850	15813893	0	0	0
1	15814393	15820294	1	1	0
1	15820342	15872759	3	3	0
1	15873259	15993914	1	1	0
1	15993917	16042826	0	0	0
1	16043148	16074226	1	1	0
1	16074227	16091919	3		
1	16092419	16198783	1	1	0
1	16199283	16219503	3	3	0
1	16219503	16259330	3	3	0
1	16259330	16264459	2	2	0
1	16265062	16333941	1	1	0
1	16334194	16350356	3	3	0
1	16350361	16354039	2	2	0
1	16354404	16359049	0	0	0
1	16359573	16369710	0	0	0
1	16370210	16385260	3	3	0
1	16385871	16463847	1	1	0
1	16464347	16481660	3	2	1
1	16483150	16580432	3	2	1
1	16582116	16621422	3	2	1
1	16621922	16717971	1	1	0
1	16718471	16726139	2	2	0
1	16727209	16748076	1	1	0
1	16748304	16763124	0	0	0
1	16763624	16784750	1	1	0
1	16785250	17017709	0	0	0
1	17018209	17028682	0	0	0
1	17029182	17045879	6	6	0
1	17046379	17256630	1	1	0
1	17256711	17280950	0	0	0
1	17281319	17304812	2	2	0
1	17305312	17314931	0	0	0
1	17316108	17330097	2	2	0
1	17330597	17345595	2	2	0
1	17346095	17531033	1	1	0
1	17531533	17572513	2	2	0
1	17573013	17634956	1	1	0
1	17634971	17719777	0	0	0
1	17720277	17786561	1	1	0
1	17786561	17934477	2	2	0
1	17934977	18210023	1	1	0
1	18210023	18588243	3	3	0
1	18588243	19208372	1	1	0
1	19208997	19212170	0	0	0
1	19212913	19322620	6	6	0
1	19322620	19488386	2	2	0
1	19488963	19503375	3	2	1
1	19503909	19584100	3	3	0
1	19584424	19586404	2	1	1
1	19586526	19614433	0	0	0
1	19615401	19665519	1	1	0
1	19665524	19671849	2		
1	19672349	19774568	6	6	0
1	19775068	19811166	3		
1	19812584	19948719	1	1	0
1	19950061	19981948	2	2	0
1	19983175	20230947	1	1	0
1	20231349	20249271	2	2	0
1	20249987	20417703	1	1	0
1	20418203	20490615	2	2	0
1	20491115	20639491	3	3	0
1	20640608	20645171	1	1	0
1	20645765	20656118	3	2	1
1	20656618	20674084	0	0	0
