chromosome	start	end	cn	cn1	cn2
1	12080	50644	11	11	0
1	50644	128575	9	9	0
1	129755	325810	3	3	0
1	325888	342506	1		
1	343006	620555	14	14	0
1	621055	654932	8		
1	655432	661133	0	0	0
1	661633	662401	2	2	0
1	662924	720911	0	0	0
1	721411	741289	1		
1	746061	776836	9	9	0
1	777336	808230	3	3	0
1	808730	860571	2	2	0
1	861071	870564	1	1	0
1	871064	1268318	0	0	0
1	1268318	1310196	1	1	0
1	1311382	2143823	0	0	0
1	2144323	2235551	1	1	0
1	2235655	2252164	3	3	0
1	2252664	2268385	2	2	0
1	2268885	2319147	0	0	0
1	2319649	2340338	1	1	0
1	2341755	2450081	0	0	0
1	2450505	2530415	1	1	0
1	2530915	2543666	0	0	0
1	2544166	2919272	1	1	0
1	2919272	3160719	2	2	0
1	3161219	3312956	2	2	0
1	3312963	3544242	0	0	0
1	3544832	3584025	1	1	0
1	3584025	3683961	0	0	0
1	3684461	3692253	3	3	0
1	3692371	3806684	0	0	0
1	3807124	4067623	2	2	0
1	4067623	4283191	2	2	0
1	4283191	4660435	3		
1	4660435	4866548	3	3	0
1	4866548	5768974	3	3	0
1	5768974	5890207	3		
1	5890207	6157709	1	1	0
1	6157712	6311551	0	0	0
1	6312051	6399064	1	1	0
1	6399564	6478589	0	0	0
1	6478593	6488518	3	3	0
1	6489875	6641435	0	0	0
1	6642056	6659492	1	1	0
1	6659992	6828347	0	0	0
1	6828347	6908505	2	2	0
1	6908505	7394846	3	3	0
1	7394846	7527302	3	3	0
1	7527802	7662738	3	3	0
1	7662738	7886766	1	1	0
1	7887019	8415701	0	0	0
1	8416150	8674803	1	1	0
1	8675303	8922952	0	0	0
1	8922957	8938801	2	2	0
1	8939301	9241501	0	0	0
1	9242001	9322367	2	2	0
1	9323536	9352402	2	2	0
1	9353531	9428655	2	2	0
1	9428660	9884618	0	0	0
1	9885118	9938078	2	2	0
1	9938133	9994956	0	0	0
1	9995458	10045593	0	0	0
1	10046093	10332563	0	0	0
1	10333016	10362675	1	1	0
1	10363175	10637998	0	0	0
1	10637998	10697945	1	1	0
1	10697950	10718698	0	0	0
1	10719703	10969662	2	2	0
1	10969662	11248879	0	0	0
1	11249379	11273001	1	1	0
1	11273480	11447228	0	0	0
1	11447228	11577849	1	1	0
1	11578349	11846469	0	0	0
1	11846729	11864645	1	1	0
1	11865330	12172171	0	0	0
1	12172671	12266729	1	1	0
1	12266747	12383921	0	0	0
1	12384421	12443265	1	1	0
1	12445263	12476905	2	1	1
1	12476924	12538157	3		
1	12538657	12567352	3	3	0
1	12567852	12571384	1	1	0
1	12571385	12704104	0	0	0
1	12704604	12835055	1	1	0
1	12835113	12942340	3	3	0
1	12942900	12955630	0	0	0
1	12956130	13200308	0	0	0
1	13200308	13219665	2	2	0
1	13320412	13331643	11		
1	13332143	13412798	3	3	0
1	13413990	13427873	2	2	0
1	13428373	13450209	3	3	0
1	13450607	13556662	0	0	0
1	13607794	13631895	8		
1	13632395	13668466	3	3	0
1	13668966	13671064	0	0	0
1	13671462	13717274	0	0	0
1	13718390	13801023	0	0	0
1	13801523	14048550	0	0	0
1	14049050	14057530	2	2	0
1	14057533	14112472	3	2	1
1	14112972	14218591	1	1	0
1	14219091	14363651	3	3	0
1	14363651	15142138	7	7	0
1	15142138	15271925	3		
1	15272425	15386803	1	1	0
1	15387303	15546200	1	1	0
1	15546232	15668330	1	1	0
1	15668332	15674964	3	2	1
1	15675464	15688517	1		
1	15689017	15822036	0	0	0
1	15822536	15871108	1	1	0
1	15871608	16245562	0	0	0
1	16245879	16256651	1	1	0
1	16256655	16264220	3	3	0
1	16264270	16270071	1	1	0
1	16270073	16333346	1	1	0
1	16333351	16350481	1	1	0
1	16351333	16359049	0	0	0
1	16359573	16369710	1	1	0
1	16370210	16375624	2	2	0
1	16376201	16378328	1	1	0
1	16378748	16456861	0	0	0
1	16458242	16527450	1	1	0
1	16527950	16541901	3	3	0
1	16542401	16558818	1	1	0
1	16558988	16903989	0	0	0
1	16904489	16950477	0	0	0
1	16953734	16976730	0	0	0
1	16977230	17083226	0	0	0
1	17083726	17231664	0	0	0
1	17231664	17279341	0	0	0
1	17279841	17394511	0	0	0
1	17394515	17550964	1	1	0
1	17552237	17563858	2	2	0
1	17563863	17586400	2	2	0
1	17586900	17907517	0	0	0
1	17908017	17954001	1	1	0
1	17954501	17965162	0	0	0
1	17966205	18152717	1	1	0
1	18152720	18228668	2		
1	18228668	18639847	8	7	1
1	18639847	18722416	2	2	0
1	18722416	19213104	1	1	0
1	19213604	19247893	3	3	0
1	19248393	19403624	1	1	0
1	19404243	19421686	3	3	0
1	19422023	19437035	2	2	0
1	19437237	19492317	2	1	1
1	19493523	19523088	1	1	0
1	19523588	19655145	0	0	0
1	19655180	19674514	1	1	0
1	19675014	19760707	3	3	0
1	19760707	19810904	3	3	0
1	19810906	20236171	0	0	0
1	20236171	20306254	1	1	0
1	20306760	20410780	0	0	0
1	20411280	20488882	1	1	0
1	20488887	20641053	3	2	1
1	20641553	20654684	2	1	1
1	20655184	20671284	0	0	0
1	20671784	20810233	1	1	0
1	20813003	20977302	0	0	0
1	20977305	20982756	1	1	0
1	20983256	21042218	0	0	0
1	21042718	21050975	2	1	1
1	21050979	21582622	0	0	0
1	21583921	21616043	1	1	0
1	21617590	21799449	0	0	0
1	21799913	21880517	2	2	0
1	21880520	21938787	0	0	0
1	21939501	22004556	1	1	0
1	22005056	22417922	0	0	0
1	22418422	22456391	2	2	0
1	22456891	22856873	2	2	0
1	22856874	22927836	1	1	0
1	22928071	23216005	3	3	0
1	23216505	23279035	1	1	0
1	23281545	23371135	0	0	0
1	23371635	23385724	3	3	0
1	23385775	23434971	2	2	0
1	23435471	23504045	1	1	0
1	23504838	23558034	0	0	0
1	23558034	23636347	1	1	0
1	23636522	23663827	2		
1	23665056	23734615	1	1	0
1	23735115	23778086	2	2	0
1	23779167	23955197	1	1	0
1	23955934	24088525	1	1	0
1	24089025	24114763	1	1	0
1	24115263	24132947	3	3	0
1	24133447	24143371	1	1	0
1	24143873	24239161	0	0	0
1	24239661	24255761	2	2	0
1	24256261	24286527	2		
1	24287297	24344692	10	6	4
1	24344692	24384184	0	0	0
1	24385389	24486139	1	1	0
1	24486639	24552215	2	2	0
1	24552215	24663654	3	3	0
1	24663996	24727946	3	2	1
1	24728446	24771766	3		
1	24772266	24781317	3		
1	24782608	24935119	1	1	0
1	24935366	24979480	3	3	0
1	24979482	24987292	1		
1	24987701	25071333	0	0	0
1	25072701	25140796	1		
1	25141296	25167313	3	3	0
1	25167381	25386627	8	8	0
1	25386627	25458643	2	2	0
1	25458643	25549284	0	0	0
1	25549285	25554079	0	0	0
1	25554509	25570792	2	2	0
1	25570819	25584947	2		
1	25585447	25616549	9	8	1
1	25617049	25634321	12	12	0
1	25634821	25655710	9	9	0
1	25656210	25668937	2		
1	25669437	25785424	1	1	0
1	25785924	25869525	2	2	0
1	25870800	26079390	3	3	0
1	26079890	26135692	2	2	0
1	26136145	26517182	1	1	0
1	26517186	26570029	0	0	0
1	26570529	26586292	2	2	0
1	26586792	26597709	3	3	0
1	26598490	26626903	7	7	0
1	26627403	26644578	3	3	0
1	26644589	26797351	1	1	0
1	26797356	26877326	2	2	0
1	26877826	26883273	1	1	0
1	26883442	26901280	1	1	0
1	26901284	27022002	0	0	0
1	27024494	27086711	3	2	1
1	27087211	27121674	3	3	0
1	27122174	27190986	3	2	1
1	27191486	27250595	1	1	0
1	27250600	27275504	0	0	0
1	27276004	27479811	2	2	0
1	27480311	27613550	0	0	0
1	27614050	27662915	2	1	1
1	27663415	27679927	2	2	0
1	27680207	27687653	1	1	0
1	27687705	27878022	3	3	0
1	27878023	27951756	3	2	1
1	27952541	27992661	2		
1	27992810	27995266	3	3	0
1	27995690	28144470	0	0	0
1	28144970	28218650	1	1	0
1	28218718	28261007	0	0	0
1	28261507	28272109	1	1	0
1	28272609	28297381	3	3	0
1	28297382	28326675	1	1	0
1	28327175	28474458	0	0	0
1	28474459	28600754	1	1	0
1	28601150	28855779	0	0	0
1	28856279	28865191	2	2	0
1	28865193	29476743	0	0	0
1	29477243	29639213	1	1	0
