chromosome	start	end	cn	cn1	cn2
1	12080	24855	2	2	0
1	25355	120317	2	2	0
1	120817	326008	2	2	0
1	326072	471368	2		
1	521868	600817	3		
1	600817	654932	3		
1	655432	720911	3	3	0
1	721411	908681	3	3	0
1	908824	1132166	3	3	0
1	1132357	1169329	3	3	0
1	1169333	1558779	4	4	0
1	1560068	1585764	3	3	0
1	1586776	1633269	3	3	0
1	1634312	1635695	0	0	0
1	1635698	1662014	1	1	0
1	1662514	1665598	0	0	0
1	1666098	2116125	4	4	0
1	2116304	2143823	3	3	0
1	2144323	2417819	3	2	1
1	2418319	2436164	3	3	0
1	2436164	2567243	3	2	1
1	2567743	2700485	3	3	0
1	2700985	3385514	3	3	0
1	3385960	3422105	3	3	0
1	3422127	6257290	4	3	1
1	6257790	6270071	3	2	1
1	6270274	9931356	4	4	0
1	9932003	10041293	1	1	0
1	10041701	10092411	1	1	0
1	10092911	10197491	1	1	0
1	10197991	10241145	1	1	0
1	10241146	10396150	1	1	0
1	10396650	10403429	1	1	0
1	10403929	10421086	1	1	0
1	10421604	10428002	2	2	0
1	10428502	10435391	1		
1	10436533	10689042	1	1	0
1	10689542	10709464	1	1	0
1	10710617	10720640	1	1	0
1	10721140	11041451	1	1	0
1	11041951	11087765	1	1	0
1	11088265	11128235	1	1	0
1	11128667	11169516	1	1	0
1	11169533	11184679	1	1	0
1	11185179	11205205	1	1	0
1	11206630	11315591	1	1	0
1	11316091	11346873	1	1	0
1	11346874	11741499	1	1	0
1	11741818	11766410	1	1	0
1	11766495	11847559	1	1	0
1	11847559	11892983	1	1	0
1	11893483	12016485	1	1	0
1	12016985	12027172	2		
1	12027672	12048680	1		
1	12049180	12082034	1	1	0
1	12082161	12169027	1	1	0
1	12169527	12253341	1	1	0
1	12253951	12289517	1	1	0
1	12290733	12347708	1	1	0
1	12348208	12373670	1	1	0
1	12374170	12413552	1	1	0
1	12414052	12474619	1	1	0
1	12475119	12572097	1	1	0
1	12572597	12784554	1	1	0
1	12785054	12819482	1	1	0
1	12820642	12835864	1	1	0
1	12835938	12943161	1	1	0
1	12943661	12987309	1	1	0
1	12987809	13112638	2	2	0
1	13113138	13217275	1	1	0
1	13217775	13411812	1	1	0
1	13412218	13921735	1	1	0
1	13922235	14112472	1	1	0
1	14112972	14220421	1	1	0
1	14220921	15256544	1	1	0
1	15257044	15444204	1	1	0
1	15444206	15546742	1	1	0
1	15546743	15643058	1	1	0
1	15644270	15687236	1	1	0
1	15687736	15773233	1	1	0
1	15773733	15813893	1	1	0
1	15814393	15855012	1	1	0
1	15855512	15888107	1	1	0
1	15888607	15991449	1	1	0
1	15991759	16065250	1	1	0
1	16065652	16266974	1	1	0
1	16268273	16356585	1	1	0
1	16357011	16358794	1	1	0
1	16358876	16388022	3	3	0
1	16388522	16531690	1	1	0
1	16531841	16558818	1	1	0
1	16558988	16642079	1	1	0
1	16642579	16723383	1	1	0
1	16723388	16899826	1	1	0
1	16900925	17084764	1	1	0
1	17084972	17197719	1	1	0
1	17198242	17269930	2	2	0
1	17270430	17273327	1	1	0
1	17273375	17318391	1	1	0
1	17318534	17349324	1	1	0
1	17350475	17392709	1	1	0
1	17393209	17514122	1	1	0
1	17514122	17563983	1	1	0
1	17565063	17604489	1	1	0
1	17604989	17668583	1	1	0
1	17668787	17947840	1	1	0
1	17948340	18014289	1	1	0
1	18014789	18210023	1	1	0
1	18210023	18773083	1	1	0
1	18773083	19198110	1	1	0
1	19198115	19215245	1	1	0
1	19215745	19265044	1	1	0
1	19265044	19419441	1	1	0
1	19419815	19448514	1	1	0
1	19449171	19475137	1	1	0
1	19476210	19504312	1	1	0
1	19505503	19523088	2	2	0
1	19523588	19584100	1	1	0
1	19584424	19652881	1	1	0
1	19652883	19711565	1	1	0
1	19712065	19981948	1	1	0
1	19983175	20617606	1	1	0
1	20618106	20654684	1	1	0
1	20655184	20680819	1	1	0
1	20680826	20963887	1	1	0
1	20964387	21036297	1	1	0
1	21036797	21101177	1	1	0
1	21102396	21132500	1	1	0
1	21133255	21167580	2	2	0
1	21168080	21415047	1	1	0
1	21415547	21500597	1	1	0
1	21501097	21586914	1	1	0
1	21587414	21804778	1	1	0
1	21805762	21938787	1	1	0
1	21939501	21948112	1	1	0
1	21949561	22153706	1	1	0
1	22154206	22183856	1	1	0
1	22184356	22221880	1	1	0
1	22222380	22313184	1	1	0
1	22313403	22413142	1	1	0
1	22413315	22592853	1	1	0
1	22593353	22857665	1	1	0
1	22858165	22920189	1	1	0
1	22920689	23111058	1	1	0
1	23111059	23279035	1	1	0
1	23281545	23612491	1	1	0
1	23612491	23649499	2	2	0
1	23649999	23667586	1	1	0
1	23670693	23720572	1	1	0
1	23721072	23735306	1	1	0
1	23735806	23757885	2	2	0
1	23758043	23765441	1	1	0
1	23765624	23779355	1	1	0
1	23779855	23883854	1	1	0
1	23884354	24038707	1	1	0
1	24038707	24117748	1	1	0
1	24119006	24129171	1	1	0
1	24129671	24146477	1	1	0
1	24146977	24172252	1		
1	24172257	24406673	1	1	0
1	24407840	24460933	1	1	0
1	24461433	24513139	1	1	0
1	24514287	24673163	1	1	0
1	24673857	24681849	0	0	0
1	24682349	24766757	1	1	0
1	24767257	24780076	1	1	0
1	24780392	24935119	1	1	0
1	24935366	25555704	1	1	0
1	25556204	25570792	0	0	0
1	25570819	25677565	0	0	0
1	25678065	25754905	1	1	0
1	25755405	25895385	1	1	0
1	25895885	26160817	1	1	0
1	26161126	26316256	1	1	0
1	26317006	26360404	1	1	0
1	26360422	26383846	1	1	0
1	26384087	26507430	1	1	0
1	26508263	26596025	1	1	0
1	26596030	26623640	1	1	0
1	26623646	26754436	1	1	0
1	26754936	26774142	1		
1	26774303	26855733	1	1	0
1	26857198	26863480	1		
1	26863980	27247645	1	1	0
1	27249096	27275504	1	1	0
1	27276004	27685571	1	1	0
1	27685798	27745683	1	1	0
1	27746183	27950632	1	1	0
1	27951558	28058477	1	1	0
1	28058977	28279952	1	1	0
1	28280908	28297808	1	1	0
1	28298122	28305114	1	1	0
1	28305614	28343751	2	1	1
1	28344251	28475822	1	1	0
1	28476163	28540836	1	1	0
1	28541336	28785754	1	1	0
