chromosome	start	end	cn	cn1	cn2
1	12080	35492	2	2	0
1	35565	65972	1		
1	69028	321232	0	0	0
1	321732	334276	1		
1	334776	654932	2		
1	655432	668769	1	1	0
1	669269	870564	0	0	0
1	871064	887851	0	0	0
1	887928	1138368	0	0	0
1	1138868	1163321	0	0	0
1	1163821	2411452	0	0	0
1	2411538	2434517	0	0	0
1	2434532	3394637	0	0	0
1	3394940	3424576	0	0	0
1	3425116	6761943	0	0	0
1	6762443	6880398	1	1	0
1	6885142	13218528	1	1	0
1	13219028	13386509	2	2	0
1	13387009	15627155	0	0	0
1	15627655	15672039	0	0	0
1	15672539	15687236	0	0	0
1	15687736	15700363	1		
1	15700863	15798625	2	1	1
1	15799125	15809979	1	1	0
1	15810479	15994435	2	1	1
1	15994466	16026872	1	1	0
1	16026872	16242098	2	2	0
1	16242598	16264459	3	3	0
1	16265062	16917846	2	2	0
1	16918346	17017081	1	1	0
1	17017581	17046608	4	4	0
1	17047108	17060433	1		
1	17060479	17345595	2	2	0
1	17346095	17359484	3	2	1
1	17359494	19674514	2	1	1
1	19675014	19746347	3	2	1
1	19746847	19904434	2	1	1
1	19904434	19947974	1	1	0
1	19948599	21054689	2	1	1
1	21055189	21097596	1	1	0
1	21099901	22156040	2	2	0
1	22156375	22169934	1	1	0
1	22170707	23612491	2	2	0
1	23612491	23645238	3	3	0
1	23648032	23687876	2	2	0
1	23687880	23694923	1	1	0
1	23695677	23835823	2	2	0
1	23835827	23846821	3	2	1
1	23847321	24668559	2	2	0
1	24668576	24671384	1	1	0
1	24672900	25123744	2	1	1
1	25124244	25207481	3	3	0
1	25207481	25573561	2	2	0
1	25573810	25599358	1	1	0
1	25599858	25642875	0	0	0
1	25643375	25654904	2		
1	25655404	25678249	2	2	0
1	25679311	25687997	3	2	1
1	25687998	25735411	2	2	0
1	25735911	25747272	2	2	0
1	25747772	26187221	2	2	0
1	26187721	26228200	3	3	0
1	26230175	26489161	2	2	0
1	26489661	26513799	3	2	1
1	26513893	26737523	2	2	0
1	26737957	26783750	3	3	0
1	26784250	27104871	2	1	1
1	27105371	27177754	3	3	0
1	27179088	27560712	2	2	0
1	27561955	27631421	2	2	0
1	27631429	27699094	2	2	0
1	27699594	27731115	3	2	1
1	27731179	28969582	2	2	0
1	28970082	29018294	3	3	0
1	29019401	31189152	2	2	0
1	31189617	31206878	1	1	0
1	31207747	31348939	2	1	1
1	31349439	31350155	2		
1	31350184	32126673	2	1	1
1	32126674	32128267	2	2	0
1	32128767	32145946	0	0	0
1	32146408	32148952	1	1	0
1	32149187	32631161	2	2	0
1	32631661	32640308	3	3	0
1	32640309	33232852	2	2	0
1	33233352	33256210	3	2	1
1	33256710	33282192	2	2	0
1	33282692	33324511	1	1	0
1	33325011	34328178	2	1	1
1	34328459	34400895	1	1	0
1	34401395	35482329	2	2	0
1	35483868	35569397	1	1	0
1	35569897	36203692	2	2	0
1	36203978	36217104	1	1	0
1	36219310	36287909	2	2	0
1	36288409	36320498	1	1	0
1	36320501	36475217	2	2	0
1	36475717	36553599	1	1	0
1	36553627	36725137	2	2	0
1	36725637	36773541	1	1	0
1	36773652	36858478	2	2	0
1	36858978	36916146	1	1	0
1	36916646	36935060	2	2	0
1	36935187	37059250	1	1	0
1	37059250	37261918	2		
1	37261921	38021898	1	1	0
1	38022398	38033372	2	2	0
1	38033871	38077342	1	1	0
1	38077489	38148603	2	2	0
1	38148608	38197210	1	1	0
1	38197710	38258973	2	2	0
1	38260127	38422730	1	1	0
1	38422820	38447569	2	2	0
1	38448069	38488645	1	1	0
1	38489209	38677958	2	2	0
1	38677961	39027834	1		
1	39027834	39331882	2	2	0
1	39332382	39392189	1	1	0
1	39392689	39470431	2	2	0
1	39470475	39669454	1	1	0
1	39669954	39764479	2	1	1
1	39764697	39774717	2	1	1
1	39775217	39805608	2	2	0
1	39806108	39845143	1	1	0
1	39845148	39902255	2	2	0
1	39903257	40027586	1	1	0
1	40027840	40207676	2	1	1
1	40208755	40272101	1	1	0
1	40272101	40547315	2	2	0
1	40547815	40654682	1	1	0
1	40654705	40702726	2	2	0
1	40702726	40726039	1		
1	40726539	40777914	2	2	0
1	40778064	40888495	1	1	0
1	40888559	41235034	2	1	1
1	41235039	41298176	1	1	0
1	41298676	41467971	2	1	1
1	41468622	41503254	1	1	0
1	41503754	42094651	2	2	0
1	42095151	42641745	1	1	0
1	42642245	42875918	2	2	0
1	42876418	42955778	1	1	0
1	42955792	43159155	2	1	1
1	43159157	43258587	1	1	0
1	43259279	43308919	2	1	1
1	43308949	43390537	1	1	0
1	43391037	43409026	2	1	1
1	43409065	43616583	1	1	0
1	43617083	43786374	2	2	0
1	43786874	43852353	1	1	0
1	43852556	43882401	2	1	1
1	43882901	43896732	1	1	0
1	43896851	44010152	2	1	1
1	44010652	44132463	1	1	0
1	44132605	44266418	2	2	0
1	44266918	44389291	1	1	0
1	44389791	44424560	2	1	1
1	44425878	44461880	1	1	0
1	44461900	44481529	2	2	0
1	44482029	44685980	1	1	0
1	44686163	44788746	1	1	0
1	44789246	44935341	2	2	0
1	44935341	45218318	2	1	1
1	45218818	45291280	1	1	0
1	45291780	45322700	2	1	1
1	45323200	45425658	1	1	0
1	45425658	45476872	2	1	1
1	45476892	45757945	1	1	0
1	45757945	46060554	2	2	0
1	46061054	46086223	1	1	0
1	46086230	46152218	2	2	0
1	46152896	46164796	1		
1	46164797	46545781	2	2	0
1	46546281	46655142	1	1	0
1	46655144	46752265	2	2	0
1	46752765	46818018	1	1	0
1	46818518	47037839	2	2	0
1	47038339	47070014	1	1	0
1	47070514	47162338	2	2	0
1	47162838	47275993	1	1	0
1	47276493	47611527	2	1	1
1	47611532	47734804	1	1	0
1	47735304	47770037	2	2	0
1	47770537	48302581	1	1	0
1	48302581	48500567	2	1	1
1	48500567	48902300	1	1	0
1	48902800	49118302	2	2	0
1	49118802	49208492	1	1	0
1	49208992	49316281	2	1	1
1	49316281	49510759	3	2	1
1	49511259	51859521	2	2	0
1	51860021	51905461	2	2	0
1	51905961	52847562	2	2	0
1	52849110	52861133	3	3	0
1	52861633	52900485	2	1	1
1	52900985	52924176	3		
1	52924676	53323023	2	2	0
1	53323025	53350967	1	1	0
1	53351467	54815989	2	1	1
1	54815989	55013333	3	3	0
1	55013833	55139552	2	1	1
1	55139626	55157541	1	1	0
1	55158041	55620192	2	2	0
1	55620335	55642124	3	3	0
1	55643611	57191589	2	1	1
1	57192089	57233626	3	2	1
1	57234126	60181130	2	1	1
1	60181130	60293937	1	1	0
1	60294437	60611843	2	2	0
1	60611843	61276462	3		
1	61276462	62271242	2	2	0
1	62271742	62329437	3	2	1
1	62329937	62456074	2	1	1
1	62456574	62587018	1	1	0
1	62587518	62953186	2	2	0
1	62954444	63000623	3	3	0
1	63001123	63063810	2	1	1
1	63064328	63084552	3	2	1
1	63085507	63100602	2	1	1
1	63101102	63173413	1	1	0
1	63173413	64015051	2	1	1
1	64015061	64074070	1	1	0
1	64074070	68150234	2	2	0
1	68150734	68317256	1	1	0
1	68317256	68613282	2	2	0
1	68613782	68652365	3	3	0
1	68652865	70181278	2	1	1
1	70182443	70300569	1	1	0
1	70305396	70572876	2	1	1
1	70573376	70625151	3	3	0
1	70625651	70766603	2	2	0
1	70767103	70881051	1	1	0
1	70881551	72547154	2	1	1
1	72547154	73220663	1	1	0
1	73220663	73565514	2		
1	73565514	73837765	1	1	0
1	73837765	74128166	2		
1	74128166	74436717	1		
1	74436717	78401071	2	2	0
1	78401571	78430018	2	2	0
1	78430333	81444523	2	2	0
1	81444523	81626094	1		
1	81626094	82415358	2	1	1
1	82415858	82444973	3	2	1
1	82445473	84902233	2	1	1
1	84902233	84962055	1	1	0
1	84963012	87345793	2	2	0
1	87346293	87494493	1	1	0
1	87494493	87653698	2	2	0
1	87653698	87798006	3	2	1
1	87798506	88582742	2	2	0
1	88582742	88911771	3		
1	88911771	89281158	2	1	1
1	89281658	89322325	3	2	1
1	89322825	91742302	2	2	0
1	91742476	91818219	1	1	0
1	91818582	92327219	2	1	1
1	92327719	92433884	1	1	0
1	92434384	93087305	2	2	0
1	93087805	93163553	3	3	0
1	93167688	93701284	2	2	0
1	93701784	93736310	3	3	0
1	93736810	94668286	2	2	0
1	94668494	94673795	3	3	0
1	94674295	96580927	2	2	0
1	96580927	96856957	1		
1	96856957	100608868	2	1	1
1	100609590	100626140	3	3	0
1	100626640	101359677	2	2	0
1	101360177	101407388	1	1	0
1	101407388	101475236	2	2	0
1	101475631	101509356	1	1	0
1	101509356	102609520	2	1	1
1	102609520	103067017	2	2	0
1	103067017	103352610	2	1	1
1	103354056	103540402	1	1	0
1	103540902	104093151	2	2	0
1	104095896	104115955	1	1	0
1	104116255	104292604	0	0	0
1	104293104	104297438	1		
1	104299346	104939272	2	2	0
1	104939272	105540386	1		
1	105540386	105831835	1		
1	105831835	106250793	1		
1	106250793	106524026	2	2	0
1	106524026	107161571	1	1	0
1	107161571	107682120	2		
1	107682620	107814069	3	2	1
1	107814069	108313363	2	2	0
1	108313863	108676992	2	2	0
1	108676995	108774407	2	1	1
1	108774907	108784724	3		
1	108786168	108993438	3	3	0
1	108995854	109009600	3		
1	109010100	109336305	2	1	1
1	109337437	109385185	1	1	0
1	109385685	109648067	2	1	1
1	109648567	109704620	3	3	0
1	109705120	109796111	2	2	0
1	109796611	109807287	1	1	0
1	109807400	110115886	2	1	1
1	110116386	110146751	2	1	1
1	110148509	114280227	2	2	0
1	114280727	114311020	3	3	0
1	114311520	115231677	2	2	0
1	115232177	115248853	2	2	0
1	115248857	115260924	0	0	0
1	115261257	115265956	3	3	0
1	115266456	116226715	2	1	1
1	116227707	116235050	1	1	0
1	116235053	116244044	0	0	0
1	116245521	116267541	2	1	1
1	116268041	118053256	2	2	0
1	118053756	118070893	3	2	1
1	118070898	120533536	2	1	1
1	120534036	120696656	1	1	0
1	120747656	121304145	2	2	0
1	121306432	121309423	2		
1	121310438	121484934	4	4	0
1	142535934	142667388	2	2	0
1	142667888	143186711	1	1	0
1	143187211	143672409	1	1	0
1	143672909	143767821	1	1	0
1	143768321	144223285	2	2	0
1	144223302	144382999	0	0	0
1	144382999	144818098	0	0	0
1	144821860	144851857	1	1	0
1	144852357	144930042	2	2	0
1	144930542	144951408	1	1	0
1	144951908	145363063	0	0	0
1	145364363	145367175	1	1	0
1	145367511	145459950	2	2	0
1	145460076	145486663	3	3	0
1	145487163	145596332	2	2	0
1	145596832	145605683	3	3	0
1	145606183	145747345	2	2	0
1	145748337	145791085	3		
1	145791585	146164150	2	2	0
1	146215037	146225400	1	1	0
1	146225480	146230736	1	1	0
1	146230777	146315098	3	3	0
1	146316508	147416303	2	2	0
1	147416803	147481114	3		
1	147481614	147806060	2	2	0
1	147806560	147859922	2	2	0
1	147860422	147954330	1	1	0
1	147954830	148023117	0	0	0
1	148023494	148219143	0	0	0
1	148219143	148253754	1	1	0
1	148254346	148264447	2		
1	148264488	148275162	1		
1	148275682	148279818	2		
1	148279835	148305274	3		
1	148305393	149242441	2	2	0
1	149242441	149279815	3	3	0
1	149280315	149783923	2	2	0
1	149784756	149858237	1		
1	149858461	149895562	2	1	1
1	149895564	149900832	1		
1	149900986	149906484	2	2	0
1	149906857	149920737	3	3	0
1	149920740	150151907	2	2	0
1	150151907	150232020	3	3	0
1	150232520	150315378	2	1	1
1	150315878	150355123	3	2	1
1	150355123	150651443	2	1	1
1	150651443	150680907	2	2	0
1	150681157	151264703	2	2	0
1	151264703	151280496	2	2	0
1	151282664	151373582	2	2	0
1	151373614	151396058	3	3	0
1	151396388	151754512	2	2	0
1	151755279	151783275	3	3	0
1	151783775	152275651	2	2	0
1	152275787	152328619	1	1	0
1	152328707	152425511	2	2	0
1	152425511	152537628	2	1	1
1	152538128	152538459	2		
1	152538464	152648028	0	0	0
1	152648528	152649061	1		
1	152649561	152690511	2	1	1
1	152691011	152945052	2	1	1
1	152945552	153004922	1	1	0
1	153005041	153390507	2	2	0
1	153390651	153411785	1		
