chromosome	start	end	cn	cn1	cn2
1	12080	18121	3	3	0
1	18216	120317	5	5	0
1	120817	134767	1	1	0
1	135267	138062	1	1	0
1	138126	176917	0	0	0
1	228399	326008	0	0	0
1	326072	333596	0	0	0
1	334096	334276	0	0	0
1	334776	341886	0	0	0
1	342386	342506	12		
1	343006	367179	5		
1	367679	388254	5		
1	388254	561342	5		
1	561342	720911	0	0	0
1	721411	752410	1		
1	752910	808230	2	2	0
1	808730	866507	1	1	0
1	867007	915354	0	0	0
1	915499	1109370	0	0	0
1	1109683	1153422	0	0	0
1	1153832	1219466	0	0	0
1	1220918	1234786	0	0	0
1	1234966	1417996	0	0	0
1	1418031	1431093	0	0	0
1	1431142	1479380	0	0	0
1	1480045	1481361	0	0	0
1	1481366	1640567	0	0	0
1	1640836	1643919	2		
1	1644610	1653191	3	3	0
1	1653973	1683036	2	2	0
1	1683536	2106843	0	0	0
1	2107343	2129710	0	0	0
1	2130221	2215820	0	0	0
1	2215820	2254983	1	1	0
1	2255483	2421362	0	0	0
1	2422597	2441637	0	0	0
1	2442094	2535786	0	0	0
1	2536964	3407584	0	0	0
1	3409056	3422247	0	0	0
1	3422492	3672124	0	0	0
1	3673251	3688153	0	0	0
1	3688158	3703973	0	0	0
1	3704473	4085587	0	0	0
1	4085587	4444867	0	0	0
1	4444867	4678399	0	0	0
1	4678399	4938623	0	0	0
1	4938623	5951168	0	0	0
1	5951668	6021383	0	0	0
1	6021883	6157709	0	0	0
1	6157712	6246973	0	0	0
1	6247473	6527736	0	0	0
1	6527834	6534276	2	2	0
1	6534510	6546040	1	1	0
1	6546540	6592806	0	0	0
1	6593232	7791892	0	0	0
1	7792392	7806227	0	0	0
1	7806727	7853423	0	0	0
1	7853923	7870179	0	0	0
1	7870480	8426048	0	0	0
1	8426548	8955808	2	2	0
1	8955808	9098616	0	0	0
1	9098774	9129026	0	0	0
1	9129526	9989871	0	0	0
1	9989875	10068373	0	0	0
1	10068873	10239629	0	0	0
1	10239848	10290970	0	0	0
1	10292240	10421960	1	1	0
1	10423284	10436856	0	0	0
1	10436927	10500416	0	0	0
1	10500419	10512242	0	0	0
1	10512742	10696925	0	0	0
1	10696930	10703533	0	0	0
1	10704974	11139917	1	1	0
1	11140412	11166073	0	0	0
1	11166573	11347655	0	0	0
1	11347977	11590041	0	0	0
1	11590888	11806360	0	0	0
1	11807394	11822212	2	2	0
1	11822214	11907870	1	1	0
1	11908115	11918848	0	0	0
1	11918924	11985374	0	0	0
1	11985376	12060969	1	1	0
1	12061469	12071629	1	1	0
1	12071637	12088574	0	0	0
1	12089074	12336495	1	1	0
1	12336500	12342869	1		
1	12342872	12363939	3		
1	12364439	12371047	2	2	0
1	12371547	12416155	0	0	0
1	12416396	12566349	2	2	0
1	12566849	12633026	0	0	0
1	12633526	12743619	0	0	0
1	12743619	12952193	0	0	0
1	12952693	13143912	0	0	0
1	13144412	13423556	0	0	0
1	13424056	13450209	3	3	0
1	13450607	13477498	0	0	0
1	13477998	13556662	0	0	0
1	13607794	13635332	0	0	0
1	13635832	13671653	2		
1	13672153	13742796	0	0	0
1	13742954	14006693	0	0	0
1	14006693	14057653	1	1	0
1	14059167	14104963	1	1	0
1	14104966	15687236	0	0	0
1	15687736	15708649	0	0	0
1	15709530	15797995	0	0	0
1	15798495	15816915	0	0	0
1	15817415	15833629	0	0	0
1	15833652	15886250	1	1	0
1	15886750	16134185	0	0	0
1	16134685	16270071	2	2	0
1	16270073	16474357	0	0	0
1	16474857	16554642	1	1	0
1	16555142	16712988	0	0	0
1	16713488	16724063	0	0	0
1	16724238	16734860	1	1	0
1	16735360	16767394	1	1	0
1	16767894	16863414	0	0	0
1	16863914	16901172	3	3	0
1	16901549	16911516	0	0	0
1	16912016	17090399	0	0	0
1	17090899	17215359	0	0	0
1	17215359	17263164	2	2	0
1	17263187	17607381	0	0	0
1	17607881	17674612	0	0	0
1	17675112	19235330	0	0	0
1	19235830	19381024	1	1	0
1	19381024	19443947	1	1	0
1	19444218	19480608	2	2	0
1	19481221	19558070	1	1	0
1	19559149	19633506	0	0	0
1	19633896	20809540	0	0	0
1	20809543	20915601	0	0	0
1	20915614	21049519	0	0	0
1	21049881	21112494	0	0	0
1	21113666	21184215	0	0	0
1	21184715	21218544	2	2	0
1	21219044	21276670	1	1	0
1	21277170	21325982	0	0	0
1	21326133	21605864	1	1	0
1	21605869	21794430	2	2	0
1	21794930	22309683	0	0	0
1	22310183	22324970	0	0	0
1	22325470	22685593	0	0	0
1	22685593	22835702	1	1	0
1	22837560	23382590	0	0	0
1	23383918	23406196	1	1	0
1	23407891	24114763	1	1	0
1	24115263	24136581	2	2	0
1	24137081	24239161	1	1	0
1	24239661	24255761	0	0	0
1	24256261	24344692	5	5	0
1	24344692	24383838	0	0	0
1	24383887	24727113	0	0	0
1	24727613	24759742	2	2	0
1	24760242	24981397	0	0	0
1	24981487	24996163	0	0	0
1	24996479	25053295	1	1	0
1	25053295	25140796	1		
1	25141296	25167509	3	3	0
1	25168070	25350119	2	2	0
1	25350619	25530659	1	1	0
1	25530659	25555704	0	0	0
1	25556204	25571798	0	0	0
1	25572866	25585567	2	2	0
1	25586067	25608531	5		
1	25609031	25654904	5	5	0
1	25655404	25668937	4		
1	25669437	25679483	0	0	0
1	25679983	25717406	1	1	0
1	25718568	25785424	2	2	0
1	25785924	25943550	1	1	0
1	25944599	26134628	1	1	0
1	26135128	26144735	1	1	0
1	26146382	26159309	0	0	0
1	26159311	26303428	0	0	0
1	26303928	26323957	2	2	0
1	26324457	26447796	1	1	0
1	26448296	26497142	2	2	0
1	26497165	26584287	0	0	0
1	26584640	26610989	2	2	0
1	26611890	26672525	0	0	0
1	26672525	26736704	1	1	0
1	26737204	27055322	1	1	0
1	27055822	27212583	2	2	0
1	27212586	27268253	0	0	0
1	27269183	27278993	1	1	0
1	27279493	27614516	1	1	0
1	27615016	27657311	2	2	0
1	27657438	27690914	1	1	0
1	27691082	27754682	1	1	0
1	27755182	27875302	1	1	0
1	27875306	27952661	2	2	0
1	27952666	28166972	0	0	0
1	28167472	28206561	2	2	0
1	28207061	28218843	0	0	0
1	28220400	28239862	0	0	0
1	28240362	28323271	0	0	0
1	28323771	28339851	2		
1	28340351	28365495	2	2	0
1	28365995	28605727	1	1	0
1	28607121	29240570	1	1	0
1	29241761	29342525	1	1	0
1	29344688	31193744	0	0	0
1	31194244	31323455	2	2	0
1	31323455	31842335	1	1	0
1	31842338	32043075	1	1	0
1	32043575	32256180	0	0	0
1	32256193	32258031	1		
1	32258162	32377514	1	1	0
1	32378464	32537897	2	2	0
1	32540453	32620299	1		
1	32620799	32638350	2	2	0
1	32638355	32658370	0	0	0
1	32658656	32668042	2	2	0
1	32669317	32679838	1	1	0
1	32680338	32693550	2	2	0
1	32694050	32745727	0	0	0
1	32745732	32796763	2	2	0
1	32797113	33038827	0	0	0
1	33038827	33117753	0	0	0
1	33118253	33234389	1	1	0
1	33235286	33252101	1	1	0
1	33252470	33329468	0	0	0
1	33329479	33502343	2	2	0
1	33502438	33790781	1	1	0
1	33791274	33840262	2	2	0
1	33840762	34662114	0	0	0
1	34662614	34684203	0	0	0
1	34684204	35351192	0	0	0
1	35351721	35394500	0	0	0
1	35395621	35480860	0	0	0
1	35481360	35513520	0	0	0
1	35513520	35900717	0	0	0
1	35901217	35928403	2	2	0
1	35928903	36028297	0	0	0
1	36028824	36059337	2	2	0
1	36059837	36183792	0	0	0
1	36184575	36227699	1	1	0
1	36227954	36291714	1	1	0
1	36292308	36299785	0	0	0
1	36300285	36322112	0	0	0
1	36322426	36410692	2	2	0
1	36411192	36562747	0	0	0
1	36562747	36563714	1	1	0
1	36564876	36603609	1	1	0
1	36603610	36748547	2	2	0
1	36751945	36784027	0	0	0
1	36784527	36804696	2	2	0
1	36805196	36823368	2	1	1
1	36823868	36859385	2	2	0
1	36859409	36894102	0	0	0
1	36894602	36926476	2	1	1
1	36926845	38002905	0	0	0
1	38002905	38030686	2	2	0
1	38030692	38184049	0	0	0
1	38184058	38277211	0	0	0
1	38277216	38325355	0	0	0
1	38326360	38341417	1	1	0
1	38341917	38422100	0	0	0
1	38422600	38425921	1	1	0
1	38426421	38954325	0	0	0
1	38954325	39213120	1	1	0
1	39213120	39329176	1	1	0
1	39329226	39351608	2	1	1
1	39351900	39456383	1	1	0
1	39457780	39493851	2	2	0
1	39494351	39747381	2	2	0
1	39747881	39776064	2	2	0
1	39776442	39816820	3	3	0
1	39818628	39843521	1	1	0
1	39844021	39909285	3	3	0
1	39910184	39917884	1	1	0
1	39917887	39929427	1	1	0
1	39929438	39986328	1	1	0
1	39986828	40034612	0	0	0
1	40035171	40037370	1	1	0
1	40038106	40125284	3	3	0
1	40126777	40148408	2	1	1
1	40149613	40211328	3	3	0
1	40211828	40219424	2	2	0
1	40219924	40306209	0	0	0
1	40306709	40420283	2	2	0
1	40420783	40525228	2	2	0
1	40525808	40527442	6	6	0
1	40527444	40759822	3	3	0
1	40760322	40839982	1	1	0
1	40840305	40888495	3	3	0
1	40888559	40943574	1	1	0
1	40944692	40981242	1	1	0
1	40981247	41106826	2	2	0
1	41107326	41250094	3	3	0
1	41250594	41286043	2	2	0
1	41286543	41291730	0	0	0
1	41292230	41303480	2	2	0
1	41304020	41449201	2	2	0
1	41450419	41463206	3	3	0
1	41463706	41480758	0	0	0
1	41481258	41488043	1		
1	41488046	41579261	3	3	0
1	41579761	41628534	2	2	0
1	41629034	41943905	3	3	0
1	41944405	42007662	1	1	0
1	42007662	42621518	3	3	0
1	42622018	43023920	2	2	0
1	43024420	43046563	1	1	0
1	43047027	43111947	1	1	0
1	43112447	43159277	3	2	1
1	43159777	43233378	2	2	0
1	43233878	43263666	2	2	0
1	43263692	43295050	5	5	0
1	43295550	43309883	3	3	0
1	43309887	43354602	2	2	0
1	43354602	43638127	2	2	0
1	43638340	43651109	3	3	0
1	43652286	43697176	0	0	0
1	43697676	43719122	2	1	1
1	43719622	43750569	2	2	0
1	43751069	43852744	2	2	0
1	43853123	43890223	3	2	1
1	43890391	43905184	2	2	0
1	43905247	44011043	3	3	0
1	44011543	44134907	2	2	0
1	44134911	44167706	3	3	0
1	44168206	44202114	1	1	0
1	44202614	44360235	3	3	0
1	44360735	44413438	1	1	0
1	44413938	44436033	3	2	1
1	44436177	44445938	2	2	0
1	44445941	44473560	2	2	0
1	44474060	44549435	2	2	0
1	44549435	44684910	0	0	0
1	44685003	45088574	1	1	0
1	45089074	45231898	3	3	0
1	45232398	45250133	1	1	0
1	45250281	45274464	3	3	0
1	45274465	45323476	1	1	0
1	45323976	45406521	1	1	0
1	45407183	45799036	1	1	0
1	45799041	45966145	3	3	0
1	45966645	46016859	2	2	0
1	46018098	46083750	3	3	0
1	46084073	46099936	1	1	0
1	46100436	46152218	3	3	0
1	46152896	46211308	1		
1	46211808	46495961	3	3	0
1	46495981	46509605	1	1	0
1	46511572	46563600	3	3	0
1	46563600	46660098	2	2	0
1	46660138	46686904	1	1	0
1	46687404	46806735	2	2	0
1	46806740	46874922	3	3	0
1	46875968	47012478	2	2	0
1	47012978	47028744	1	1	0
1	47029244	47069287	1	1	0
1	47069787	47097917	3	3	0
1	47098417	47280133	2	2	0
1	47280691	47348911	1	1	0
1	47348916	47395129	2	2	0
1	47395629	47403077	2	2	0
1	47403726	47448156	2	2	0
1	47448156	47609122	1	1	0
1	47609372	47689072	2	2	0
1	47689572	47753387	1	1	0
1	47753887	47823969	1	1	0
1	47824048	47883702	1	1	0
1	47884202	48820670	2	2	0
1	48821170	48998006	1	1	0
1	48998506	49005479	0	0	0
1	49005979	49118302	3	3	0
1	49118802	49208492	2	2	0
1	49208992	49620439	3	3	0
1	49620439	50182024	2		
1	50182024	50368794	1	1	0
1	50368794	50626833	1	1	0
1	50626833	50687683	1	1	0
1	50687683	50847234	3	2	1
1	50847234	51210469	0	0	0
1	51210969	51304686	3	3	0
1	51304686	51435171	3	3	0
1	51435175	51491318	2	1	1
1	51491318	51683952	1	1	0
1	51683952	51795164	2	2	0
1	51795664	51869209	1	1	0
1	51869709	51926205	2	2	0
1	51926705	52210652	3	3	0
1	52211152	52231030	2	2	0
1	52231530	52257358	3	3	0
1	52257581	52287308	1	1	0
1	52289269	52381854	3	2	1
1	52381859	52492416	2	2	0
1	52492916	52516059	2	2	0
1	52516559	52526297	1	1	0
1	52526797	52698310	1	1	0
1	52698810	52759495	2	2	0
1	52759995	52805993	1		
1	52806493	52874437	1	1	0
1	52876666	52937829	0	0	0
1	52938329	53099395	2	2	0
1	53099895	53262177	0	0	0
1	53262366	53289455	0	0	0
1	53289883	53361902	1	1	0
1	53361906	53543027	2	2	0
1	53543324	53555785	1	1	0
1	53556282	53681770	2	2	0
1	53682332	53694707	1	1	0
1	53695207	53712554	2	2	0
1	53712558	53830982	2	2	0
1	53830982	53930681	3	3	0
1	53932178	54060027	0	0	0
1	54060029	54232404	1	1	0
1	54232405	54275536	0	0	0
1	54276036	54354677	2	2	0
1	54354895	54375697	3	3	0
1	54375711	54387530	2	1	1
1	54390188	54473889	0	0	0
1	54474389	54652811	2	2	0
1	54653311	54708016	1	1	0
1	54708965	54850075	2		
1	54850075	55013333	0	0	0
1	55013833	55078322	2	2	0
1	55078822	55117056	1	1	0
1	55117556	55143742	2	2	0
1	55144242	55158208	1	1	0
1	55158708	55307574	2	2	0
1	55307591	55341080	2	2	0
1	55341512	55511634	2	2	0
1	55512134	55533284	0	0	0
1	55533285	55549613	2	2	0
1	55551599	55563413	0	0	0
1	55563631	55571921	3	3	0
1	55572870	55591419	3	3	0
1	55591919	55604442	1		
1	55604547	55631645	1	1	0
1	55631985	56016606	2	2	0
1	56016606	56361546	3		
1	56361546	57044069	2	2	0
1	57044569	57172148	3	3	0
1	57173117	57189386	1	1	0
1	57189886	57224566	3	3	0
1	57225066	57373967	2	2	0
1	57374467	57395102	0	0	0
1	57395110	57538226	1	1	0
1	57538726	58485511	1	1	0
1	58485511	59005050	2	2	0
1	59005550	59123646	3	3	0
1	59123648	59134466	1	1	0
1	59134518	59154877	1	1	0
1	59156667	59186251	1	1	0
1	59186251	59883574	3	3	0
1	59883574	60073630	2		
1	60074130	60314862	2	2	0
1	60315362	60575918	2	2	0
1	60575918	61204612	3		
1	61204612	61419454	2	2	0
1	61419454	61723832	3	3	0
1	61723832	61923025	2	2	0
1	61923026	62274210	1	1	0
1	62274710	62374180	2	2	0
1	62374680	62729160	0	0	0
1	62729660	62908999	2	2	0
1	62910411	62993986	3	3	0
1	62994934	63085688	2	2	0
1	63086188	63118887	0	0	0
1	63119387	63173413	2	2	0
1	63173413	63306555	3	3	0
1	63307055	63358543	2	2	0
1	63358543	63716523	0	0	0
1	63716523	63792667	2	2	0
1	63793167	63884468	3	3	0
1	63884968	63998449	1	1	0
1	63999128	64089095	1	1	0
1	64089111	64120270	2	1	1
1	64120770	64348512	1	1	0
1	64348512	64606174	1	1	0
1	64607981	64976491	1	1	0
1	64976491	65137390	2	2	0
1	65138775	65268097	1	1	0
1	65268597	65298717	2	2	0
1	65298721	65522835	3	3	0
1	65523335	65577565	2	2	0
1	65577565	65730702	0	0	0
1	65731202	65895794	2	2	0
1	65897421	65993980	2	2	0
1	65993980	66067690	2	2	0
1	66068190	66102413	1	1	0
1	66102417	66327135	2	2	0
1	66327135	66712696	3		
1	66713196	66838831	4	3	1
1	66838831	66945929	4		
1	66945929	67097942	1	1	0
1	67098442	67161183	0	0	0
1	67161683	67244309	2	2	0
1	67244979	67314064	1	1	0
1	67314564	67356951	1		
1	67357451	67446942	3	3	0
1	67447442	67647984	2	2	0
1	67648484	67741416	1	1	0
1	67741416	67786133	1		
1	67787261	67845931	3	3	0
1	67846431	67855901	3	3	0
1	67856401	68153416	1	1	0
1	68153495	68169872	2	1	1
1	68169874	68387744	3	2	1
1	68387744	68591148	2	1	1
1	68591151	68624997	1	1	0
1	68625017	68716460	1	1	0
1	68716460	68906758	1	1	0
1	68910180	69235474	1	1	0
1	69235474	69761478	1	1	0
1	69761478	70071086	2	2	0
1	70071086	70397325	0	0	0
1	70397825	70610006	1	1	0
1	70611457	70686533	1		
1	70687033	70742610	1	1	0
1	70743110	70833312	1		
1	70833812	71084781	1	1	0
1	71084781	71334329	3	3	0
1	71334829	71474522	2	1	1
1	71474522	71528470	3	3	0
1	71528970	71654342	1	1	0
1	71654342	71870914	3	2	1
1	71871854	72347660	2	2	0
1	72347660	73166213	1	1	0
1	73166213	73619965	2	2	0
1	73619965	73964816	1		
1	73964816	74128166	2		
1	74128166	74507637	1	1	0
1	74508137	74645080	1	1	0
1	74645701	74706384	3	3	0
1	74706884	74832414	2	2	0
1	74832914	75035499	0	0	0
1	75035502	75055120	2	2	0
1	75055125	75139480	3	3	0
1	75139980	75213867	2	2	0
1	75214367	75377180	3	2	1
1	75377180	75557549	2	2	0
1	75557549	75647514	0	0	0
1	75647514	75677237	2	1	1
1	75679349	75972087	1	1	0
1	75972087	76159138	1	1	0
1	76159138	76205819	3	3	0
1	76206319	76258088	2	2	0
1	76258588	76342084	0	0	0
1	76343818	76398196	2	2	0
1	76398696	76540728	2		
1	76541228	76717065	1	1	0
1	76717065	77556525	3	3	0
1	77556527	77983628	2	2	0
1	77984128	78047634	1	1	0
1	78047638	78148381	1	1	0
1	78149657	78354456	1	1	0
1	78354956	78395111	2	2	0
1	78395611	78414483	3	3	0
1	78414486	78481161	1	1	0
1	78481661	78604101	3	3	0
1	78604601	78714179	3		
1	78714179	78938043	0	0	0
1	78938043	78980768	3		
1	78980768	79094708	3	2	1
1	79095350	79115628	1	1	0
1	79115842	79280022	3	3	0
1	79280022	79357449	3	2	1
1	79357470	79470906	0	0	0
1	79472120	79858460	1	1	0
1	79858460	80040940	3		
1	80040940	80223421	2		
1	80223421	80369405	1		
1	80369405	80770862	1	1	0
1	80770862	81589780	0	0	0
1	81589780	81735037	2	2	0
1	81735037	82302790	1	1	0
1	82303290	82450948	2	2	0
1	82450951	82678145	0	0	0
1	82678145	82968617	2		
1	82968617	83259090	0	0	0
1	83259090	83404326	1		
1	83404326	84312052	3	3	0
1	84312052	84398778	2	2	0
1	84399278	84414441	1		
1	84415482	84543319	2		
1	84543819	84810908	3	3	0
1	84811408	84867775	2	2	0
1	84868275	84961738	1	1	0
1	84961864	84988213	1	1	0
1	84991383	85035173	3	2	1
1	85035673	85075823	3	3	0
1	85075823	85111242	0	0	0
1	85111246	85120606	3	2	1
1	85121106	85277914	3	3	0
1	85277919	85313819	1	1	0
1	85313819	85538813	0	0	0
1	85539313	85569696	2	2	0
1	85570196	85624699	0	0	0
1	85624703	85655227	3	3	0
1	85655727	85783616	2	2	0
1	85784116	85815562	3	3	0
1	85816062	85929592	0	0	0
1	85930092	86241480	2	2	0
1	86241980	86282599	0	0	0
1	86283616	86430800	0	0	0
1	86431300	86578360	1	1	0
1	86578860	86581144	0	0	0
1	86581644	86771198	1	1	0
1	86771198	86951252	2	2	0
1	86952157	86965915	1	1	0
1	86966415	87169755	2	2	0
1	87171204	87212224	3	2	1
1	87212520	87270964	2	2	0
1	87270964	87458184	0	0	0
1	87458684	87716421	1	1	0
1	87716921	87812800	3	3	0
1	87814269	88162317	2	2	0
1	88162317	88911771	3		
1	88911771	89058006	2		
1	89058006	89169390	0	0	0
1	89169390	89250496	3	3	0
1	89251757	89322945	3	3	0
1	89322949	89427867	1	1	0
1	89428367	89846208	3	3	0
1	89847136	89851980	2	2	0
1	89852480	90493040	3	3	0
1	90493143	90709995	1	1	0
1	90709995	91015065	3		
1	91015065	91176573	2		
1	91177073	91258894	1		
1	91258894	91347366	0	0	0
1	91347366	91506611	4	4	0
1	91506611	91561419	1		
1	91561419	91689304	1	1	0
1	91689304	91784093	0	0	0
1	91784593	91844816	0	0	0
1	91845677	92045914	2	2	0
1	92045914	92149265	0	0	0
1	92149312	92174339	2	2	0
1	92174839	92199868	3	2	1
1	92200368	92263157	2	1	1
1	92263657	92470901	0	0	0
1	92471401	92568233	1	1	0
1	92568733	92641901	1	1	0
1	92642401	92728493	2	2	0
1	92729151	92974325	2	2	0
1	92974753	93306424	2	2	0
1	93307403	93544296	3	2	1
1	93544796	93595007	1	1	0
1	93595507	94019176	3	3	0
1	94020728	94047366	2	1	1
1	94047866	94312529	3	3	0
1	94313283	94424920	2	2	0
1	94424920	94458965	1		
1	94461665	94496725	2	2	0
1	94497156	94549134	3	3	0
1	94549634	94639607	1	1	0
1	94639612	94674935	1	1	0
1	94675435	94757621	2		
1	94757621	94920737	2	2	0
1	94921237	94940810	2	2	0
1	94941127	94964603	1	1	0
1	94965030	95137034	2	2	0
1	95137034	95330524	3	3	0
1	95332849	96544123	2	2	0
1	96544123	97004748	1	1	0
1	97004748	97186812	1		
1	97187312	97277809	3	3	0
1	97278309	97486649	2	2	0
1	97486649	97771899	3	3	0
1	97772399	97847400	3		
1	97848567	98058231	0	0	0
1	98058731	98144111	2		
1	98145276	98511599	3	3	0
1	98511612	99358716	2	2	0
1	99359216	99438350	0	0	0
1	99438350	100175793	2	2	0
1	100176293	100213004	1	1	0
1	100214101	100326219	2	2	0
1	100326719	100378083	3	3	0
1	100379142	100602609	2	2	0
1	100605085	100643145	3	3	0
1	100643645	100819509	2	2	0
1	100820009	100921074	3	3	0
1	100921574	100984137	4	4	0
1	100984142	101131700	3	3	0
1	101131700	101223986	2	2	0
1	101223986	101344100	3	3	0
1	101344600	101387412	1	1	0
1	101387912	101478763	3	3	0
1	101479263	101706311	2		
1	101706311	101925106	2	1	1
1	101925106	102106409	2		
1	102106409	102252662	1		
1	102253162	102664420	2	2	0
1	102664420	103158516	1	1	0
1	103158516	103323215	1		
1	103323215	103356122	1	1	0
1	103356622	103490538	0	0	0
1	103491038	103715101	1	1	0
1	103715101	103835960	2		
1	103836460	104031176	2		
1	104031176	104084194	2	2	0
1	104087600	104338159	0	0	0
1	104338159	104702470	2	2	0
1	104702470	105431092	0	0	0
1	105431092	105649679	2		
1	105649679	105831835	1		
1	105831835	106032206	0	0	0
1	106032206	106232577	1		
1	106232577	106469380	1	1	0
1	106469380	106851906	1	1	0
1	106851906	107953173	2	2	0
1	107953673	108022759	3	3	0
1	108023259	108078593	1	1	0
1	108078593	108291083	3	2	1
1	108291583	108303565	2	2	0
1	108304065	108657457	3	3	0
1	108657457	108681734	1	1	0
1	108681737	108771078	1	1	0
1	108771578	108861940	3		
1	108861940	108999801	3	3	0
1	108999820	109013365	1	1	0
1	109013865	109171436	3	3	0
1	109172154	109192085	2	2	0
1	109192664	109254756	3	2	1
1	109255256	109268739	2	2	0
1	109269239	109276147	1	1	0
1	109276647	109295825	3	2	1
1	109296325	109335633	1	1	0
1	109336133	109538461	1	1	0
1	109538961	109583939	1		
1	109585258	109635642	1	1	0
1	109635651	109734505	3	3	0
1	109735175	109778752	1	1	0
1	109778756	109795542	3	2	1
1	109795545	109808541	1	1	0
1	109808721	109816699	3	3	0
1	109816737	109883606	1	1	0
1	109884603	109897231	3	2	1
1	109897980	110009855	2	1	1
1	110010355	110029819	3	3	0
1	110030257	110039336	2	2	0
1	110039337	110089899	3	3	0
1	110091186	110146233	4	4	0
1	110146586	110200378	3	3	0
1	110200414	110217490	1	1	0
1	110217990	110379721	3	3	0
1	110379721	110456119	5	5	0
1	110456619	110593732	3	3	0
1	110594165	110735311	2	2	0
1	110735811	110923767	3	3	0
1	110924237	111146572	2	2	0
1	111146573	111458454	3	3	0
1	111458454	111689688	2	2	0
1	111690188	111770564	3	3	0
1	111771064	111889452	2	2	0
1	111889470	111965870	2	2	0
1	111966043	111986446	2	2	0
1	111986456	112143637	3	3	0
1	112143637	112251354	4	4	0
1	112251854	112264164	3	3	0
1	112264664	112314055	1	1	0
1	112314055	112318936	3	3	0
1	112319675	112575871	1	1	0
1	112575871	112883888	3		
1	112883888	112954979	1	1	0
1	112955479	113010232	1	1	0
1	113010732	113083594	1	1	0
1	113084401	113152937	1	1	0
1	113153437	113162799	1	1	0
1	113163299	113307105	3	3	0
1	113307105	113454989	2	1	1
1	113454994	113518773	1	1	0
1	113518773	113636198	2		
1	113636981	113951976	3	2	1
1	113951976	114132644	2		
1	114133144	114188583	3	2	1
1	114189083	114228511	1	1	0
1	114229011	114246893	3	2	1
1	114247157	114353775	2	2	0
1	114354275	114399367	3	3	0
1	114400285	114447335	2	2	0
1	114447343	114482443	2	2	0
1	114482943	114505119	2		
1	114505974	114524709	3	3	0
1	114524711	114916625	2	2	0
1	114916625	114952950	1	1	0
1	114953450	115005895	1	1	0
