chromosome	start	end	cn	cn1	cn2
1	12080	23760	1	1	0
1	24260	65009	0	0	0
1	65509	326698	2	2	0
1	327724	388254	2		
1	388254	980969	0	0	0
1	981063	1018387	1	1	0
1	1019071	1190721	0	0	0
1	1190723	1201673	1	1	0
1	1202173	1219466	1	1	0
1	1220918	1234786	1	1	0
1	1234966	1274016	0	0	0
1	1274621	1289081	1	1	0
1	1289192	1321396	2	2	0
1	1321896	1327027	2	2	0
1	1327679	1357172	0	0	0
1	1357672	1404937	2	2	0
1	1405437	1421353	2	2	0
1	1421389	1469466	1	1	0
1	1469583	1480890	2	2	0
1	1481156	1500353	1		
1	1500853	1577357	0	0	0
1	1577626	1634708	1	1	0
1	1634908	1643919	3		
1	1644610	1650255	1	1	0
1	1650755	1661137	1	1	0
1	1661637	1747412	1	1	0
1	1749244	1894683	0	0	0
1	1895183	2112752	1	1	0
1	2113252	2117808	1	1	0
1	2118556	2144995	0	0	0
1	2145495	2234902	0	0	0
1	2235239	2306032	1	1	0
1	2306532	2523496	0	0	0
1	2524089	3301927	1	1	0
1	3302427	3322259	0	0	0
1	3322759	3334519	1	1	0
1	3335084	3353213	3	3	0
1	3353217	3378997	1	1	0
1	3379497	3425314	0	0	0
1	3425633	3447058	1	1	0
1	3448543	3644875	0	0	0
1	3645901	3688153	1	1	0
1	3688158	3700803	0	0	0
1	3701536	3753226	1	1	0
1	3753770	3782428	0	0	0
1	3782433	4031695	1	1	0
1	4031695	4570615	3	3	0
1	4570615	6021383	1	1	0
1	6021883	6132897	0	0	0
1	6133703	6149136	1	1	0
1	6150160	6156235	3	2	1
1	6156605	6195418	1	1	0
1	6196583	6323865	0	0	0
1	6324365	6418312	1	1	0
1	6418812	6476548	0	0	0
1	6476553	6500446	1	1	0
1	6501610	6527547	0	0	0
1	6527563	6537829	2	2	0
1	6538329	6692950	0	0	0
1	6692952	6705186	1	1	0
1	6705863	6931197	0	0	0
1	6931697	7721898	1	1	0
1	7723285	7868339	0	0	0
1	7868839	7913242	1	1	0
1	7913343	8250298	0	0	0
1	8250298	8424334	1	1	0
1	8424612	8851982	0	0	0
1	8852482	8934440	1	1	0
1	8934940	9074889	0	0	0
1	9075092	9117797	1		
1	9118217	9326880	0	0	0
1	9327179	9616466	1	1	0
1	9616966	9642415	0	0	0
1	9642420	9674764	1	1	0
1	9674769	9787859	0	0	0
1	9788345	9884618	1	1	0
1	9885118	10133233	0	0	0
1	10133733	10189686	1	1	0
1	10190581	10207122	1	1	0
1	10207125	10241145	1	1	0
1	10241146	10368689	0	0	0
1	10369189	10402269	1	1	0
1	10403211	10408777	0	0	0
1	10409277	10430637	1	1	0
1	10431137	10464434	0	0	0
1	10464934	10489604	2	2	0
1	10490104	10526762	0	0	0
1	10527262	10575810	0	0	0
1	10575810	10683419	1	1	0
1	10684171	11017845	1	1	0
1	11018630	11103541	0	0	0
1	11104767	11134071	2	2	0
1	11134213	11151702	0	0	0
1	11152202	11175814	1	1	0
1	11177019	11191631	0	0	0
1	11193125	11259727	1		
1	11260227	11292566	0	0	0
1	11293383	11300737	1		
1	11301631	11374025	0	0	0
1	11374025	11733512	1	1	0
1	11733664	11822212	0	0	0
1	11822214	11845375	1	1	0
1	11846131	11886352	0	0	0
1	11887054	12012800	1	1	0
1	12013300	12024815	2	2	0
1	12025508	12033065	3	3	0
1	12033565	12058950	0	0	0
1	12058951	12070925	2	2	0
1	12071425	12090356	0	0	0
1	12091268	12182686	1	1	0
1	12183186	12309550	0	0	0
1	12310050	12343719	1	1	0
1	12343720	12704806	0	0	0
1	12705306	12779628	1	1	0
1	12780768	12822839	2	2	0
1	12822844	12908038	2	2	0
1	12908063	13052971	2	2	0
1	13103498	13183567	1	1	0
1	13183590	13352306	2	2	0
1	13353831	13389644	2	2	0
1	13390144	13448652	2	2	0
1	13449140	13542013	6	6	0
1	13542013	13697310	3	3	0
1	13697373	13718871	1		
1	13719371	13747724	0	0	0
1	13748224	13933879	1	1	0
1	13934379	14109924	0	0	0
1	14110424	14870258	1	1	0
1	14870258	15232100	2	2	0
1	15232100	15430739	1	1	0
1	15431239	15546873	0	0	0
1	15546916	15635414	1	1	0
1	15635914	15679489	0	0	0
1	15679989	15788326	1	1	0
1	15788488	15809979	0	0	0
1	15810479	15833629	1	1	0
1	15833652	16051100	0	0	0
1	16051600	16066537	1	1	0
1	16066555	16085014	0	0	0
1	16085879	16133421	1	1	0
1	16133921	16244880	0	0	0
1	16245380	16269335	1	1	0
1	16269553	16343684	0	0	0
1	16344220	16354603	1	1	0
1	16355072	16362039	0	0	0
1	16362613	16381249	1	1	0
1	16381749	16390273	1	1	0
1	16390773	16524099	1	1	0
1	16524599	16724364	0	0	0
1	16725067	16748520	1	1	0
1	16749020	16786021	0	0	0
1	16786023	16809304	0	0	0
1	16809804	16863414	2	2	0
1	16863914	16905220	6	6	0
1	16905720	16911516	3	3	0
1	16912016	16953863	1	1	0
1	16955102	16973705	2	2	0
1	16973877	17086165	3	3	0
1	17086455	17091102	6	6	0
1	17091602	17197008	2	2	0
1	17197508	17248665	0	0	0
1	17249122	17276989	0	0	0
1	17277489	17282733	0	0	0
1	17283233	17297259	1	1	0
1	17297977	17316739	0	0	0
1	17318199	17323184	1	1	0
1	17323548	17331294	3		
1	17331484	17345595	1	1	0
1	17346095	17395860	0	0	0
1	17396577	17405945	1	1	0
1	17406445	17575821	2	2	0
1	17576321	17597643	3	3	0
1	17598143	17665698	2	2	0
1	17666198	17685451	3	3	0
1	17685794	17735777	3	3	0
1	17736299	17749259	6	6	0
1	17749759	18015745	3	3	0
1	18016245	18153201	3	3	0
1	18153206	18536933	3	3	0
1	18536933	19167255	6	6	0
1	19168209	19186279	3	3	0
1	19186290	19204098	3	3	0
1	19205676	19484663	3	3	0
1	19485163	19493827	5	5	0
1	19494434	19705242	2	2	0
1	19705742	19793216	2	2	0
1	19793216	19935196	0	0	0
1	19935696	19952147	1		
1	19952747	20004593	3	3	0
1	20005093	20067546	3	3	0
1	20068046	20598103	3	3	0
1	20598103	20669214	3	3	0
1	20669410	20878450	3	3	0
1	20880462	20945302	2	2	0
1	20945305	21050259	3	3	0
1	21050639	21101177	1	1	0
1	21102396	21249571	3	3	0
1	21249571	21314847	3	3	0
1	21315665	21545055	3	3	0
1	21545353	21560251	5	5	0
1	21560751	21584133	2	2	0
1	21584955	21711612	1	1	0
1	21711612	21856889	3	3	0
1	21856889	21889060	3	3	0
1	21889560	21924381	3	3	0
1	21924382	21940589	3	3	0
1	21941089	21991912	3	3	0
1	21992412	22079149	3	3	0
1	22079426	22149796	3	3	0
1	22149796	22199600	3	3	0
1	22199841	22204220	3	3	0
1	22204720	22221880	6	6	0
1	22222380	22302916	2	2	0
1	22303416	22309683	0	0	0
1	22310183	22405341	3	3	0
1	22405841	22446575	1	1	0
1	22446597	22857294	3	3	0
1	22857295	22979642	5	5	0
1	22979644	23397237	3	3	0
1	23397737	23503425	1	1	0
1	23503925	23576187	3	3	0
1	23576187	23640274	6	6	0
1	23640774	23667586	3	3	0
1	23670693	23724506	1	1	0
1	23725006	23755525	3	3	0
1	23755540	23764016	3	3	0
1	23765240	23850207	3	3	0
1	23850707	23966271	1	1	0
1	23966733	24146477	3	3	0
1	24146977	24689952	6	6	0
1	24690452	24706389	3	2	1
1	24706889	24768741	1	1	0
1	24768766	24932216	3	3	0
1	24932233	25291473	5	5	0
1	25291973	25585567	2	2	0
1	25586067	25688508	8	8	0
1	25688509	25718689	3	2	1
1	25719189	25772749	0	0	0
1	25773249	25810728	3	3	0
1	25812140	25825304	6	6	0
1	25825306	26085248	3	3	0
1	26085748	26134628	3	3	0
1	26135128	26140660	3	3	0
1	26142001	26156157	1	1	0
1	26156162	26268515	3	3	0
1	26268515	26308955	6	5	1
1	26310213	26366437	2	2	0
1	26366937	26393173	6	6	0
