chromosome	start	end	cn	cn1	cn2
1	12080	321232	3	3	0
1	321732	326698	3	3	0
1	327724	407371	3		
1	407371	647307	1	1	0
1	647807	663550	3	3	0
1	663614	1274016	6	6	0
1	1274621	1328103	7	7	0
1	1328112	1389963	5	5	0
1	1390706	1498383	7	7	0
1	1498387	1575874	6	6	0
1	1576337	1580070	6	6	0
1	1580570	1583130	1	1	0
1	1583378	1588201	7	7	0
1	1588701	1599978	6	6	0
1	1601148	1650978	7	5	2
1	1651478	1684503	6	6	0
1	1684983	1711526	7	7	0
1	1712026	1749467	6	6	0
1	1749967	2116125	3	3	0
1	2116304	2121032	2	2	0
1	2121449	2131854	1	1	0
1	2132354	2197791	1	1	0
1	2197791	2330300	2	2	0
1	2330800	2433012	2	2	0
1	2433512	2451464	2	2	0
1	2451695	2519279	2	2	0
1	2519788	2985871	3	3	0
1	2986371	3160719	3		
1	3161219	3390282	3	3	0
1	3391186	3418554	2	2	0
1	3419054	3689808	2	2	0
1	3690308	3698229	2	2	0
1	3699186	6026654	3	3	0
1	6027154	6101954	2	2	0
1	6102454	6144635	3		
1	6145135	6170262	3	3	0
1	6170369	6211231	3	3	0
1	6212472	6245168	2	2	0
1	6245668	6268176	1	1	0
1	6268937	6304283	2	2	0
1	6304287	6535634	2	2	0
1	6535881	6588561	2	2	0
1	6589061	6630253	3	3	0
1	6630753	6651218	2	2	0
1	6651221	7825857	3	3	0
1	7826357	7844897	2	2	0
1	7844928	8037540	3	3	0
1	8037611	8213988	2	2	0
1	8213988	8955808	3	3	0
1	8955808	9022723	2	2	0
1	9023223	9656055	2	2	0
1	9656853	9670882	3	3	0
1	9671007	9990382	3	3	0
1	9990391	9992091	2		
1	9992858	10044948	2	2	0
1	10045463	10160652	2	2	0
1	10161152	10335139	2	2	0
1	10335360	10368689	2	2	0
1	10369189	10435391	2	2	0
1	10436533	10479512	2	2	0
1	10479517	10519384	2	2	0
1	10519387	10687482	2	2	0
1	10687982	11030163	3	3	0
1	11030663	11080548	1	1	0
1	11080553	11090919	3	3	0
1	11091419	11137743	3	3	0
1	11138243	11827357	3	3	0
1	11828140	11841579	3	3	0
1	11842079	11854567	3	3	0
1	11854658	11879680	2	2	0
1	11880316	12015009	3	3	0
1	12015509	12025918	3		
1	12026227	12906820	2	2	0
1	12907320	12978739	2	2	0
1	12979714	13183567	3	3	0
1	13183590	13364432	1	1	0
1	13364932	13389644	3	3	0
1	13390144	13424317	3	2	1
1	13424922	15991449	3	3	0
1	15991759	16007419	2	2	0
1	16007919	16254950	3	3	0
1	16254951	16262468	3	3	0
1	16262510	16527450	3	3	0
1	16527950	16560229	2	2	0
1	16560729	16632398	2	2	0
1	16632898	16719987	2	2	0
1	16720487	16862680	3	3	0
1	16863203	16909308	2	2	0
